"state","year","quarter","transaction_type","total_transaction","transaction_amount"
"goa",2018,2,"Merchant payments","12456","20162856"
"goa",2018,2,"Financial Services","1903","733429"
"goa",2018,2,"Others","6395","7221024"
"goa",2018,3,"Recharge & bill payments","158797","40314973"
"goa",2018,3,"Peer-to-peer payments","150297","639468418"
"goa",2018,3,"Merchant payments","21587","26634198"
"goa",2018,3,"Financial Services","1867","468171"
"goa",2018,3,"Others","6963","6281209"
"goa",2018,4,"Peer-to-peer payments","246426","1021902315"
"goa",2018,4,"Recharge & bill payments","212122","54832856"
"goa",2018,4,"Merchant payments","45586","66666114"
"goa",2018,4,"Financial Services","2523","723599"
"goa",2018,4,"Others","8098","8880194"
"goa",2019,1,"Peer-to-peer payments","378848","1310759848"
"goa",2019,1,"Recharge & bill payments","275277","78212835"
"goa",2019,1,"Merchant payments","74527","75946974"
"goa",2019,1,"Financial Services","2013","499592"
"goa",2019,1,"Others","8147","9904148"
"goa",2019,2,"Peer-to-peer payments","373759","1391933791"
"goa",2019,2,"Recharge & bill payments","278060","93218689"
"goa",2019,2,"Merchant payments","104592","92873009"
"goa",2019,2,"Financial Services","1211","515860"
"goa",2019,2,"Others","10819","13325755"
"goa",2019,3,"Peer-to-peer payments","475178","1704668027"
"goa",2019,3,"Recharge & bill payments","453806","157952855"
"goa",2019,3,"Merchant payments","150578","123948571"
"goa",2019,3,"Financial Services","1510","1282345"
"goa",2019,3,"Others","11344","12515394"
"goa",2019,4,"Peer-to-peer payments","698728","2484453030"
"goa",2019,4,"Recharge & bill payments","552421","205602115"
"goa",2019,4,"Merchant payments","250893","218404665"
"goa",2019,4,"Financial Services","1497","649713"
"goa",2019,4,"Others","11733","14350825"
"goa",2020,1,"Peer-to-peer payments","817198","2851686769"
"goa",2020,1,"Recharge & bill payments","678079","244739382"
"goa",2020,1,"Merchant payments","373110","298421548"
"goa",2020,1,"Financial Services","1762","1816478"
"goa",2020,1,"Others","11088","13707055"
"goa",2020,2,"Recharge & bill payments","758617","241196541"
"goa",2020,2,"Peer-to-peer payments","493326","1766723888"
"goa",2020,2,"Merchant payments","221358","168591712"
"goa",2020,2,"Financial Services","3081","3328361"
"goa",2020,2,"Others","5710","3775928"
"goa",2020,3,"Peer-to-peer payments","759351","2723430713"
"goa",2020,3,"Recharge & bill payments","696770","280187505"
"goa",2020,3,"Merchant payments","446880","353193881"
"goa",2020,3,"Financial Services","4985","6418950"
"goa",2020,3,"Others","7545","5112531"
"goa",2020,4,"Peer-to-peer payments","1550251","5407626413"
"goa",2020,4,"Merchant payments","1389834","1123844213"
"goa",2020,4,"Recharge & bill payments","839199","345088772"
"goa",2020,4,"Financial Services","7287","10386560"
"goa",2020,4,"Others","14810","12846789"
"goa",2021,1,"Peer-to-peer payments","2235456","7553384653"
"goa",2021,1,"Merchant payments","2195509","1768358977"
"goa",2021,1,"Recharge & bill payments","880682","410604193"
"goa",2021,1,"Financial Services","8138","12207778"
"goa",2021,1,"Others","11764","12687278"
"goa",2021,2,"Merchant payments","1869384","1411529034"
"goa",2021,2,"Peer-to-peer payments","1866837","6195032351"
"goa",2021,2,"Recharge & bill payments","953219","383804809"
"goa",2021,2,"Financial Services","8303","12371844"
"goa",2021,2,"Others","12392","10115549"
"goa",2021,3,"Merchant payments","2865625","2143135315"
"goa",2021,3,"Peer-to-peer payments","2560305","7871092673"
"goa",2021,3,"Recharge & bill payments","1017351","438838003"
"goa",2021,3,"Financial Services","8337","12943224"
"goa",2021,3,"Others","16145","12416378"
"goa",2021,4,"Merchant payments","5474662","4384250603"
"goa",2021,4,"Peer-to-peer payments","4408822","13618351953"
"goa",2021,4,"Recharge & bill payments","1170180","585734312"
"goa",2021,4,"Financial Services","11320","17101085"
"goa",2021,4,"Others","23775","21819163"
"goa",2022,1,"Merchant payments","6364271","4682000388"
"goa",2022,1,"Peer-to-peer payments","4640380","14449830642"
"goa",2022,1,"Recharge & bill payments","1177071","646403472"
"goa",2022,1,"Financial Services","11677","17490493"
"goa",2022,1,"Others","20699","20720408"
"goa",2022,2,"Merchant payments","7812998","5736211014"
"goa",2022,2,"Peer-to-peer payments","5097942","16372343177"
"goa",2022,2,"Recharge & bill payments","1279377","738765635"
"goa",2022,2,"Financial Services","10666","13192736"
"goa",2022,2,"Others","15071","12525197"
"goa",2022,3,"Merchant payments","7595135","5112175255"
"goa",2022,3,"Peer-to-peer payments","4449008","13780955270"
"goa",2022,3,"Recharge & bill payments","1122869","657115144"
"goa",2022,3,"Financial Services","9992","12650738"
"goa",2022,3,"Others","11683","11368868"
"goa",2022,4,"Merchant payments","10319138","6739205748"
"goa",2022,4,"Peer-to-peer payments","5652373","17421974715"
"sikkim",2018,1,"Others","1597","1727921"
"goa",2022,4,"Recharge & bill payments","1195865","734121701"
"goa",2022,4,"Financial Services","12147","15705663"
"goa",2022,4,"Others","13151","13978544"
"goa",2023,1,"Merchant payments","14273665","9074816758"
"goa",2023,1,"Peer-to-peer payments","8071768","24773922296"
"goa",2023,1,"Recharge & bill payments","1816029","1197558557"
"goa",2023,1,"Financial Services","16209","32648574"
"goa",2023,1,"Others","17399","18019590"
"goa",2023,2,"Merchant payments","15990744","10146039934"
"goa",2023,2,"Peer-to-peer payments","8589659","26985284919"
"goa",2023,2,"Recharge & bill payments","1917200","1239783487"
"goa",2023,2,"Financial Services","17352","25141843"
"goa",2023,2,"Others","15635","15956760"
"gujarat",2018,1,"Recharge & bill payments","3691952","878929081"
"gujarat",2018,1,"Peer-to-peer payments","1738974","6318864760"
"gujarat",2018,1,"Merchant payments","145436","166036668"
"gujarat",2018,1,"Financial Services","122117","27986679"
"gujarat",2018,1,"Others","250296","186165068"
"gujarat",2018,2,"Recharge & bill payments","4643367","1571880396"
"gujarat",2018,2,"Peer-to-peer payments","2483231","10009680530"
"gujarat",2018,2,"Merchant payments","275503","356984574"
"gujarat",2018,2,"Financial Services","140704","38598263"
"gujarat",2018,2,"Others","202928","185541008"
"gujarat",2018,3,"Peer-to-peer payments","5287200","15272745138"
"gujarat",2018,3,"Recharge & bill payments","5117168","1938041689"
"gujarat",2018,3,"Merchant payments","573440","466209497"
"gujarat",2018,3,"Financial Services","136468","24930606"
"gujarat",2018,3,"Others","219873","164477497"
"gujarat",2018,4,"Peer-to-peer payments","6488202","21207285185"
"gujarat",2018,4,"Recharge & bill payments","6138404","2297332323"
"gujarat",2018,4,"Merchant payments","1656377","1088373316"
"gujarat",2018,4,"Financial Services","133915","30699273"
"gujarat",2018,4,"Others","316405","207297006"
"gujarat",2019,1,"Peer-to-peer payments","13465044","31231285551"
"gujarat",2019,1,"Recharge & bill payments","8595256","3104251733"
"gujarat",2019,1,"Merchant payments","2493340","1296376125"
"gujarat",2019,1,"Financial Services","114539","19581521"
"gujarat",2019,1,"Others","323272","204585379"
"gujarat",2019,2,"Peer-to-peer payments","12547493","41853661230"
"gujarat",2019,2,"Recharge & bill payments","10434449","4651874823"
"gujarat",2019,2,"Merchant payments","5486791","2526448415"
"gujarat",2019,2,"Financial Services","70502","17349813"
"gujarat",2019,2,"Others","442607","271280937"
"gujarat",2019,3,"Peer-to-peer payments","14529353","49206585462"
"gujarat",2019,3,"Merchant payments","11788077","4211116461"
"gujarat",2019,3,"Recharge & bill payments","11349625","5768100024"
"gujarat",2019,3,"Financial Services","78609","20507001"
"gujarat",2019,3,"Others","482985","256386015"
"gujarat",2019,4,"Peer-to-peer payments","19107911","64477452639"
"gujarat",2019,4,"Recharge & bill payments","12967713","6517891167"
"gujarat",2019,4,"Merchant payments","9964076","5480269120"
"gujarat",2019,4,"Financial Services","63498","20202767"
"gujarat",2019,4,"Others","444434","194846362"
"gujarat",2020,1,"Peer-to-peer payments","19068093","72393727235"
"gujarat",2020,1,"Recharge & bill payments","15648472","7197595157"
"gujarat",2020,1,"Merchant payments","12191478","7210758662"
"gujarat",2020,1,"Financial Services","50753","27460255"
"gujarat",2020,1,"Others","367621","165535312"
"gujarat",2020,2,"Recharge & bill payments","19971660","8322688557"
"gujarat",2020,2,"Peer-to-peer payments","17569398","64723140394"
"gujarat",2020,2,"Merchant payments","9645967","7196610932"
"gujarat",2020,2,"Financial Services","59617","53132341"
"gujarat",2020,2,"Others","173543","92274135"
"gujarat",2020,3,"Peer-to-peer payments","23130724","89142122337"
"gujarat",2020,3,"Merchant payments","18338969","12749796642"
"gujarat",2020,3,"Recharge & bill payments","17481357","9820654244"
"gujarat",2020,3,"Financial Services","92278","84723189"
"gujarat",2020,3,"Others","246851","124456073"
"gujarat",2020,4,"Peer-to-peer payments","29967258","116743230330"
"gujarat",2020,4,"Merchant payments","28430460","20844321157"
"gujarat",2020,4,"Recharge & bill payments","18943669","10441981826"
"gujarat",2020,4,"Financial Services","113371","120056734"
"gujarat",2020,4,"Others","373789","243470065"
"gujarat",2021,1,"Peer-to-peer payments","36427493","144818968373"
"gujarat",2021,1,"Merchant payments","35815382","26512643894"
"gujarat",2021,1,"Recharge & bill payments","22088838","11996115292"
"gujarat",2021,1,"Financial Services","126380","137612318"
"gujarat",2021,1,"Others","316472","235440836"
"gujarat",2021,2,"Merchant payments","42593432","33542305034"
"gujarat",2021,2,"Peer-to-peer payments","41642387","162483567902"
"gujarat",2021,2,"Recharge & bill payments","27127405","13750783182"
"gujarat",2021,2,"Financial Services","128647","136119997"
"gujarat",2021,2,"Others","349525","249278437"
"gujarat",2021,3,"Merchant payments","62934471","48197579737"
"gujarat",2021,3,"Peer-to-peer payments","56134212","208013326601"
"gujarat",2021,3,"Recharge & bill payments","29580901","15945997372"
"gujarat",2021,3,"Financial Services","125167","163304131"
"gujarat",2021,3,"Others","473656","304418273"
"gujarat",2021,4,"Merchant payments","84846502","68717933162"
"gujarat",2021,4,"Peer-to-peer payments","67301686","254338740727"
"gujarat",2021,4,"Recharge & bill payments","30072479","18739034342"
"gujarat",2021,4,"Financial Services","175393","209214621"
"gujarat",2021,4,"Others","591265","377657203"
"gujarat",2022,1,"Merchant payments","101648378","79563412222"
"gujarat",2022,1,"Peer-to-peer payments","77768758","292439274688"
"gujarat",2022,1,"Recharge & bill payments","30473298","20042066375"
"gujarat",2022,1,"Financial Services","160423","187077879"
"gujarat",2022,1,"Others","496289","316261089"
"gujarat",2022,2,"Merchant payments","131610193","95585623258"
"gujarat",2022,2,"Peer-to-peer payments","86423696","326945780477"
"gujarat",2022,2,"Recharge & bill payments","33424931","23844933238"
"gujarat",2022,2,"Financial Services","125180","142685436"
"gujarat",2022,2,"Others","468796","278978567"
"gujarat",2022,3,"Merchant payments","161264265","109018764233"
"gujarat",2022,3,"Peer-to-peer payments","103034790","359338045092"
"gujarat",2022,3,"Recharge & bill payments","38383683","28649040041"
"gujarat",2022,3,"Financial Services","152053","162173603"
"gujarat",2022,3,"Others","404941","269479241"
"gujarat",2022,4,"Merchant payments","186533503","125585214989"
"gujarat",2022,4,"Peer-to-peer payments","114868478","411053364214"
"gujarat",2022,4,"Recharge & bill payments","39167297","30789927499"
"gujarat",2022,4,"Financial Services","179101","194314203"
"gujarat",2022,4,"Others","407639","295484431"
"gujarat",2023,1,"Merchant payments","199359623","123421554216"
"gujarat",2023,1,"Peer-to-peer payments","120907384","436337923470"
"gujarat",2023,1,"Recharge & bill payments","41649002","37570733166"
"gujarat",2023,1,"Financial Services","180163","200278806"
"gujarat",2023,1,"Others","415154","295699148"
"gujarat",2023,2,"Merchant payments","239396654","135256737974"
"gujarat",2023,2,"Peer-to-peer payments","132035120","470150906708"
"gujarat",2023,2,"Recharge & bill payments","44902296","39506073738"
"gujarat",2023,2,"Financial Services","191053","225104195"
"gujarat",2023,2,"Others","397430","268385910"
"haryana",2018,1,"Recharge & bill payments","2368002","535578755"
"haryana",2018,1,"Peer-to-peer payments","1607193","5814807511"
"haryana",2018,1,"Merchant payments","167816","173513595"
"haryana",2018,1,"Financial Services","128636","27501068"
"haryana",2018,1,"Others","209123","242110586"
"haryana",2018,2,"Recharge & bill payments","3054284","984897277"
"haryana",2018,2,"Peer-to-peer payments","2388953","9745924810"
"haryana",2018,2,"Merchant payments","369916","334118261"
"haryana",2018,2,"Financial Services","167570","38145882"
"haryana",2018,2,"Others","170208","217328212"
"haryana",2018,3,"Peer-to-peer payments","3753981","14429454356"
"haryana",2018,3,"Recharge & bill payments","3203386","1310467515"
"haryana",2018,3,"Merchant payments","1003057","427387638"
"haryana",2018,3,"Financial Services","100452","17323791"
"haryana",2018,3,"Others","201148","190505707"
"haryana",2018,4,"Peer-to-peer payments","5905032","22416919747"
"haryana",2018,4,"Recharge & bill payments","4116262","1671040704"
"haryana",2018,4,"Merchant payments","2413446","1013407380"
"haryana",2018,4,"Financial Services","120711","22252544"
"haryana",2018,4,"Others","394732","267255642"
"haryana",2019,1,"Peer-to-peer payments","12622225","30283578837"
"haryana",2019,1,"Recharge & bill payments","5576577","2202061875"
"haryana",2019,1,"Merchant payments","3361995","1292375556"
"haryana",2019,1,"Financial Services","101786","15201736"
"haryana",2019,1,"Others","473192","258437718"
"haryana",2019,2,"Peer-to-peer payments","10387562","37056084814"
"haryana",2019,2,"Recharge & bill payments","5902923","2838724048"
"haryana",2019,2,"Merchant payments","5738283","2292901816"
"haryana",2019,2,"Financial Services","57488","12080285"
"haryana",2019,2,"Others","655560","301748850"
"haryana",2019,3,"Peer-to-peer payments","11775288","43738290120"
"haryana",2019,3,"Merchant payments","9386779","3615636828"
"haryana",2019,3,"Recharge & bill payments","8289987","4817098565"
"haryana",2019,3,"Financial Services","61503","16715101"
"haryana",2019,3,"Others","829974","301378586"
"haryana",2019,4,"Peer-to-peer payments","15729819","58242027266"
"haryana",2019,4,"Merchant payments","11615667","5253780278"
"haryana",2019,4,"Recharge & bill payments","9648003","5637358526"
"haryana",2019,4,"Financial Services","41688","13756049"
"haryana",2019,4,"Others","790808","212797750"
"haryana",2020,1,"Peer-to-peer payments","17728235","68367245528"
"haryana",2020,1,"Merchant payments","14327020","7075196609"
"haryana",2020,1,"Recharge & bill payments","11346112","6331682017"
"haryana",2020,1,"Financial Services","34488","25266730"
"haryana",2020,1,"Others","600232","176823674"
"haryana",2020,2,"Peer-to-peer payments","17334369","66645492691"
"haryana",2020,2,"Recharge & bill payments","12740328","6547618492"
"haryana",2020,2,"Merchant payments","11527654","7393393678"
"haryana",2020,2,"Financial Services","48759","49209527"
"haryana",2020,2,"Others","129940","75550537"
"haryana",2020,3,"Peer-to-peer payments","24123449","88796356487"
"haryana",2020,3,"Merchant payments","20845136","12141560867"
"haryana",2020,3,"Recharge & bill payments","12716319","8452802893"
"haryana",2020,3,"Financial Services","66457","80854297"
"haryana",2020,3,"Others","186818","96375902"
"haryana",2020,4,"Merchant payments","34063692","21382305452"
"haryana",2020,4,"Peer-to-peer payments","33920789","128613933347"
"haryana",2020,4,"Recharge & bill payments","14682896","9675471301"
"haryana",2020,4,"Financial Services","84881","103265694"
"haryana",2020,4,"Others","419181","223528573"
"haryana",2021,1,"Merchant payments","39363588","23389100227"
"haryana",2021,1,"Peer-to-peer payments","36764622","135970636785"
"haryana",2021,1,"Recharge & bill payments","13680353","9260346909"
"haryana",2021,1,"Financial Services","79784","99672810"
"haryana",2021,1,"Others","364437","218544351"
"haryana",2021,2,"Merchant payments","45335533","29119078264"
"haryana",2021,2,"Peer-to-peer payments","44086559","161073685337"
"haryana",2021,2,"Recharge & bill payments","15861047","9839496895"
"haryana",2021,2,"Financial Services","85821","97238136"
"haryana",2021,2,"Others","311896","227855607"
"haryana",2021,3,"Merchant payments","66885213","40190922827"
"haryana",2021,3,"Peer-to-peer payments","55929958","188548678301"
"haryana",2021,3,"Recharge & bill payments","17087955","11681457469"
"haryana",2021,3,"Financial Services","77496","116592181"
"haryana",2021,3,"Others","479071","289441482"
"haryana",2021,4,"Merchant payments","84993587","56325102921"
"haryana",2021,4,"Peer-to-peer payments","66548306","238638993818"
"haryana",2021,4,"Recharge & bill payments","17632752","13817258646"
"haryana",2021,4,"Financial Services","105050","151421307"
"haryana",2021,4,"Others","407280","307822609"
"haryana",2022,1,"Merchant payments","98346418","62565728158"
"haryana",2022,1,"Peer-to-peer payments","74499889","263547241000"
"haryana",2022,1,"Recharge & bill payments","18494827","14765350796"
"haryana",2022,1,"Financial Services","107240","146586165"
"haryana",2022,1,"Others","540235","279136534"
"haryana",2022,2,"Merchant payments","130033573","76926347116"
"haryana",2022,2,"Peer-to-peer payments","84219451","300504797205"
"haryana",2022,2,"Recharge & bill payments","20011709","17457331653"
"haryana",2022,2,"Financial Services","89805","120610062"
"haryana",2022,2,"Others","345424","224949213"
"haryana",2022,3,"Merchant payments","151278013","87063736520"
"haryana",2022,3,"Peer-to-peer payments","95071203","319374569106"
"haryana",2022,3,"Recharge & bill payments","22592966","21247984019"
"haryana",2022,3,"Financial Services","111032","144937203"
"haryana",2022,3,"Others","308596","223267730"
"haryana",2022,4,"Merchant payments","169685872","102918159834"
"haryana",2022,4,"Peer-to-peer payments","102993798","364514204185"
"haryana",2022,4,"Recharge & bill payments","23545059","22666085170"
"haryana",2022,4,"Financial Services","118488","152488075"
"haryana",2022,4,"Others","305148","239722616"
"haryana",2023,1,"Merchant payments","220693824","114248076004"
"haryana",2023,1,"Peer-to-peer payments","128879993","443424820679"
"haryana",2023,1,"Recharge & bill payments","31210728","32978369763"
"haryana",2023,1,"Financial Services","158036","217615573"
"haryana",2023,1,"Others","375883","281741717"
"haryana",2023,2,"Merchant payments","275974807","130133751625"
"haryana",2023,2,"Peer-to-peer payments","147382711","495834929236"
"haryana",2023,2,"Recharge & bill payments","33655091","35262651840"
"haryana",2023,2,"Financial Services","172309","259162565"
"haryana",2023,2,"Others","351272","251633370"
"himachal-pradesh",2018,1,"Recharge & bill payments","284371","49871176"
"himachal-pradesh",2018,1,"Peer-to-peer payments","154572","546222027"
"himachal-pradesh",2018,1,"Merchant payments","13241","13851231"
"himachal-pradesh",2018,1,"Financial Services","8955","2040523"
"himachal-pradesh",2018,1,"Others","20779","16752850"
"himachal-pradesh",2018,2,"Recharge & bill payments","385642","83714322"
"himachal-pradesh",2018,2,"Peer-to-peer payments","243436","1043702964"
"himachal-pradesh",2018,2,"Merchant payments","27851","31961301"
"himachal-pradesh",2018,2,"Financial Services","11330","4108919"
"himachal-pradesh",2018,2,"Others","19436","19681795"
"himachal-pradesh",2018,3,"Recharge & bill payments","457449","108456078"
"himachal-pradesh",2018,3,"Peer-to-peer payments","362755","1596570995"
"himachal-pradesh",2018,3,"Merchant payments","40675","31168155"
"himachal-pradesh",2018,3,"Financial Services","8182","1552275"
"himachal-pradesh",2018,3,"Others","17693","16293930"
"himachal-pradesh",2018,4,"Recharge & bill payments","598325","143031082"
"himachal-pradesh",2018,4,"Peer-to-peer payments","590518","2367228879"
"himachal-pradesh",2018,4,"Merchant payments","86963","87575812"
"himachal-pradesh",2018,4,"Financial Services","11834","2283053"
"himachal-pradesh",2018,4,"Others","20243","21180142"
"himachal-pradesh",2019,1,"Peer-to-peer payments","1178280","3066233588"
"himachal-pradesh",2019,1,"Recharge & bill payments","844570","209521987"
"himachal-pradesh",2019,1,"Merchant payments","115553","86624660"
"himachal-pradesh",2019,1,"Financial Services","9585","1424230"
"himachal-pradesh",2019,1,"Others","20730","17676978"
"himachal-pradesh",2019,2,"Peer-to-peer payments","1141873","4428007671"
"himachal-pradesh",2019,2,"Recharge & bill payments","1076793","279864580"
"himachal-pradesh",2019,2,"Merchant payments","248517","141088576"
"himachal-pradesh",2019,2,"Financial Services","5013","1453652"
"himachal-pradesh",2019,2,"Others","30110","25469495"
"himachal-pradesh",2019,3,"Recharge & bill payments","1212659","327570067"
"himachal-pradesh",2019,3,"Peer-to-peer payments","1181680","5039276845"
"himachal-pradesh",2019,3,"Merchant payments","312575","182746198"
"himachal-pradesh",2019,3,"Financial Services","3096","1775674"
"himachal-pradesh",2019,3,"Others","25170","20649997"
"himachal-pradesh",2019,4,"Peer-to-peer payments","1579582","6533855301"
"himachal-pradesh",2019,4,"Recharge & bill payments","1442940","402619115"
"himachal-pradesh",2019,4,"Merchant payments","467309","314965061"
"himachal-pradesh",2019,4,"Financial Services","4576","1769642"
"himachal-pradesh",2019,4,"Others","22239","17954419"
"himachal-pradesh",2020,1,"Recharge & bill payments","1815157","542356757"
"himachal-pradesh",2020,1,"Peer-to-peer payments","1594806","6431826925"
"himachal-pradesh",2020,1,"Merchant payments","711018","427497010"
"himachal-pradesh",2020,1,"Financial Services","4711","3172304"
"himachal-pradesh",2020,1,"Others","18788","14613755"
"himachal-pradesh",2020,2,"Recharge & bill payments","2558935","802231470"
"himachal-pradesh",2020,2,"Peer-to-peer payments","1544488","6738488219"
"himachal-pradesh",2020,2,"Merchant payments","570031","479165631"
"himachal-pradesh",2020,2,"Financial Services","7634","7359758"
"himachal-pradesh",2020,2,"Others","14642","9659685"
"himachal-pradesh",2020,3,"Recharge & bill payments","2416395","834567922"
"himachal-pradesh",2020,3,"Peer-to-peer payments","1954492","8806586537"
"himachal-pradesh",2020,3,"Merchant payments","1090445","851539467"
"himachal-pradesh",2020,3,"Financial Services","9543","11391079"
"himachal-pradesh",2020,3,"Others","19001","11969009"
"himachal-pradesh",2020,4,"Recharge & bill payments","2638030","936305778"
"himachal-pradesh",2020,4,"Peer-to-peer payments","2594659","11426268857"
"himachal-pradesh",2020,4,"Merchant payments","2001259","1589433440"
"himachal-pradesh",2020,4,"Financial Services","11353","15534252"
"himachal-pradesh",2020,4,"Others","27027","21510781"
"himachal-pradesh",2021,1,"Peer-to-peer payments","2845733","11358078844"
"himachal-pradesh",2021,1,"Recharge & bill payments","2547359","948929032"
"himachal-pradesh",2021,1,"Merchant payments","2186946","1778219851"
"himachal-pradesh",2021,1,"Financial Services","12561","16554206"
"himachal-pradesh",2021,1,"Others","21430","18764978"
"himachal-pradesh",2021,2,"Peer-to-peer payments","3340531","13035543547"
"himachal-pradesh",2021,2,"Recharge & bill payments","3216602","1045789842"
"himachal-pradesh",2021,2,"Merchant payments","2883209","2378084375"
"himachal-pradesh",2021,2,"Financial Services","14642","16428391"
"himachal-pradesh",2021,2,"Others","28918","19788385"
"himachal-pradesh",2021,3,"Peer-to-peer payments","4455153","16560383923"
"himachal-pradesh",2021,3,"Merchant payments","4198808","3524434950"
"himachal-pradesh",2021,3,"Recharge & bill payments","3359406","1178802737"
"himachal-pradesh",2021,3,"Financial Services","14497","22805775"
"himachal-pradesh",2021,3,"Others","36303","23834687"
"himachal-pradesh",2021,4,"Merchant payments","6062931","5228613147"
"himachal-pradesh",2021,4,"Peer-to-peer payments","5323397","19568394325"
"himachal-pradesh",2021,4,"Recharge & bill payments","3211367","1278824362"
"himachal-pradesh",2021,4,"Financial Services","18198","24809741"
"himachal-pradesh",2021,4,"Others","50971","35578927"
"himachal-pradesh",2022,1,"Merchant payments","7030946","5558905678"
"himachal-pradesh",2022,1,"Peer-to-peer payments","5718936","19473276901"
"himachal-pradesh",2022,1,"Recharge & bill payments","3271665","1429960687"
"himachal-pradesh",2022,1,"Financial Services","19314","24442138"
"himachal-pradesh",2022,1,"Others","47319","31862036"
"himachal-pradesh",2022,2,"Merchant payments","10591420","7697399368"
"himachal-pradesh",2022,2,"Peer-to-peer payments","7109948","24407668318"
"himachal-pradesh",2022,2,"Recharge & bill payments","3520538","1553155243"
"himachal-pradesh",2022,2,"Financial Services","16901","20627276"
"himachal-pradesh",2022,2,"Others","52564","30257753"
"himachal-pradesh",2022,3,"Merchant payments","12686960","8511266153"
"himachal-pradesh",2022,3,"Peer-to-peer payments","8330778","27039659316"
"himachal-pradesh",2022,3,"Recharge & bill payments","4083168","1780405740"
"himachal-pradesh",2022,3,"Financial Services","21293","22686932"
"himachal-pradesh",2022,3,"Others","42669","26764547"
"himachal-pradesh",2022,4,"Merchant payments","15297492","10280295884"
"himachal-pradesh",2022,4,"Peer-to-peer payments","9284824","29629346092"
"himachal-pradesh",2022,4,"Recharge & bill payments","3907023","1810538524"
"himachal-pradesh",2022,4,"Financial Services","24342","31775337"
"himachal-pradesh",2022,4,"Others","41455","27387395"
"himachal-pradesh",2023,1,"Merchant payments","14694013","9023136407"
"himachal-pradesh",2023,1,"Peer-to-peer payments","8637695","26709451358"
"himachal-pradesh",2023,1,"Recharge & bill payments","3901516","1950250571"
"himachal-pradesh",2023,1,"Financial Services","25722","30757925"
"himachal-pradesh",2023,1,"Others","42780","27351473"
"himachal-pradesh",2023,2,"Merchant payments","19954117","11643011071"
"himachal-pradesh",2023,2,"Peer-to-peer payments","10781507","33008088763"
"himachal-pradesh",2023,2,"Recharge & bill payments","4247339","2159052653"
"himachal-pradesh",2023,2,"Financial Services","27709","34689932"
"himachal-pradesh",2023,2,"Others","50923","30221299"
"jammu-&-kashmir",2018,1,"Recharge & bill payments","457813","78812610"
"jammu-&-kashmir",2018,1,"Peer-to-peer payments","353621","861670158"
"jammu-&-kashmir",2018,1,"Financial Services","65683","10269383"
"jammu-&-kashmir",2018,1,"Merchant payments","28696","30967526"
"jammu-&-kashmir",2018,1,"Others","35755","23651563"
"jammu-&-kashmir",2018,2,"Recharge & bill payments","794502","166762243"
"jammu-&-kashmir",2018,2,"Peer-to-peer payments","771844","2372961688"
"jammu-&-kashmir",2018,2,"Financial Services","112422","15636117"
"jammu-&-kashmir",2018,2,"Merchant payments","79248","64454258"
"jammu-&-kashmir",2018,2,"Others","38310","31391932"
"jammu-&-kashmir",2018,3,"Peer-to-peer payments","1260453","3616022746"
"jammu-&-kashmir",2018,3,"Recharge & bill payments","822143","203079955"
"jammu-&-kashmir",2018,3,"Merchant payments","140076","82826475"
"jammu-&-kashmir",2018,3,"Financial Services","44464","6397888"
"jammu-&-kashmir",2018,3,"Others","36825","26373935"
"jammu-&-kashmir",2018,4,"Peer-to-peer payments","1265457","5151829745"
"jammu-&-kashmir",2018,4,"Recharge & bill payments","970724","254473764"
"jammu-&-kashmir",2018,4,"Merchant payments","402303","215771002"
"jammu-&-kashmir",2018,4,"Financial Services","33775","6072177"
"jammu-&-kashmir",2018,4,"Others","49051","36573578"
"jammu-&-kashmir",2019,1,"Peer-to-peer payments","1913720","5414709532"
"jammu-&-kashmir",2019,1,"Recharge & bill payments","1131953","302663113"
"jammu-&-kashmir",2019,1,"Merchant payments","452379","199219535"
"jammu-&-kashmir",2019,1,"Financial Services","43247","4593545"
"jammu-&-kashmir",2019,1,"Others","43688","30649752"
"jammu-&-kashmir",2019,2,"Peer-to-peer payments","1180781","5666318253"
"jammu-&-kashmir",2019,2,"Recharge & bill payments","706569","215937469"
"jammu-&-kashmir",2019,2,"Merchant payments","353678","188931529"
"jammu-&-kashmir",2019,2,"Financial Services","22663","2652961"
"jammu-&-kashmir",2019,2,"Others","32664","26301988"
"jammu-&-kashmir",2019,3,"Peer-to-peer payments","618694","3499425218"
"jammu-&-kashmir",2019,3,"Recharge & bill payments","318061","111964437"
"jammu-&-kashmir",2019,3,"Merchant payments","165115","120736230"
"jammu-&-kashmir",2019,3,"Financial Services","2895","658516"
"jammu-&-kashmir",2019,3,"Others","11761","11446091"
"jammu-&-kashmir",2019,4,"Peer-to-peer payments","310620","1799955856"
"jammu-&-kashmir",2019,4,"Merchant payments","91303","77859074"
"jammu-&-kashmir",2019,4,"Recharge & bill payments","84803","49065907"
"jammu-&-kashmir",2019,4,"Financial Services","197","213741"
"jammu-&-kashmir",2019,4,"Others","3005","2601420"
"jammu-&-kashmir",2020,1,"Peer-to-peer payments","435154","2654638582"
"jammu-&-kashmir",2020,1,"Recharge & bill payments","341357","144213069"
"jammu-&-kashmir",2020,1,"Merchant payments","135241","131144419"
"jammu-&-kashmir",2020,1,"Financial Services","2350","2116665"
"jammu-&-kashmir",2020,1,"Others","7528","5530442"
"jammu-&-kashmir",2020,2,"Peer-to-peer payments","1238380","7426818530"
