"state","year","quarter","transaction_type","total_transaction","transaction_amount"
"ladakh",2021,4,"Others","2438","2847620"
"ladakh",2022,1,"Peer-to-peer payments","343041","1685241981"
"ladakh",2022,1,"Merchant payments","167100","279354509"
"ladakh",2022,1,"Recharge & bill payments","116486","56203999"
"ladakh",2022,1,"Financial Services","1247","2023328"
"ladakh",2022,1,"Others","2141","2217102"
"ladakh",2022,2,"Peer-to-peer payments","608870","2941624382"
"ladakh",2022,2,"Merchant payments","346146","508439377"
"ladakh",2022,2,"Recharge & bill payments","158996","88531678"
"ladakh",2022,2,"Financial Services","1585","2487560"
"ladakh",2022,2,"Others","2476","2235181"
"ladakh",2022,3,"Peer-to-peer payments","659896","2955729492"
"ladakh",2022,3,"Merchant payments","367022","551472984"
"ladakh",2022,3,"Recharge & bill payments","160269","94288872"
"ladakh",2022,3,"Financial Services","1555","1815867"
"ladakh",2022,3,"Others","2116","1892135"
"ladakh",2022,4,"Peer-to-peer payments","559259","2350047972"
"ladakh",2022,4,"Merchant payments","382456","462189599"
"ladakh",2022,4,"Recharge & bill payments","138793","79767791"
"ladakh",2022,4,"Financial Services","1248","1198715"
"ladakh",2022,4,"Others","1616","1273496"
"ladakh",2023,1,"Peer-to-peer payments","796687","3112641857"
"ladakh",2023,1,"Merchant payments","561734","601420766"
"ladakh",2023,1,"Recharge & bill payments","204592","129440564"
"ladakh",2023,1,"Financial Services","1610","3389191"
"ladakh",2023,1,"Others","2623","2128920"
"ladakh",2023,2,"Peer-to-peer payments","1479909","5891146705"
"ladakh",2023,2,"Merchant payments","1121362","1074373616"
"ladakh",2023,2,"Recharge & bill payments","337017","218229701"
"ladakh",2023,2,"Financial Services","1885","4432032"
"ladakh",2023,2,"Others","3642","2921832"
"lakshadweep",2018,1,"Peer-to-peer payments","423","1860278"
"lakshadweep",2018,1,"Recharge & bill payments","342","61432"
"lakshadweep",2018,1,"Merchant payments","5","591"
"lakshadweep",2018,1,"Others","8","6310"
"lakshadweep",2018,2,"Peer-to-peer payments","1315","5757123"
"lakshadweep",2018,2,"Recharge & bill payments","750","353203"
"lakshadweep",2018,2,"Merchant payments","42","64568"
"lakshadweep",2018,2,"Financial Services","6","9134"
"lakshadweep",2018,2,"Others","19","3781"
"lakshadweep",2018,3,"Peer-to-peer payments","841","3926049"
"lakshadweep",2018,3,"Recharge & bill payments","760","300978"
"lakshadweep",2018,3,"Merchant payments","87","94046"
"lakshadweep",2018,3,"Others","15","17959"
"lakshadweep",2018,4,"Recharge & bill payments","792","351201"
"lakshadweep",2018,4,"Peer-to-peer payments","689","3841230"
"lakshadweep",2018,4,"Merchant payments","144","262080"
"lakshadweep",2018,4,"Financial Services","6","390"
"lakshadweep",2018,4,"Others","11","8312"
"lakshadweep",2019,1,"Peer-to-peer payments","1183","8221402"
"lakshadweep",2019,1,"Recharge & bill payments","1173","353871"
"lakshadweep",2019,1,"Merchant payments","113","183062"
"lakshadweep",2019,1,"Others","12","27795"
"lakshadweep",2019,2,"Recharge & bill payments","1448","436735"
"lakshadweep",2019,2,"Peer-to-peer payments","1318","8602732"
"lakshadweep",2019,2,"Merchant payments","137","190717"
"lakshadweep",2019,2,"Others","23","12340"
"lakshadweep",2019,3,"Recharge & bill payments","1528","503049"
"lakshadweep",2019,3,"Peer-to-peer payments","1455","8923274"
"lakshadweep",2019,3,"Merchant payments","111","215160"
"lakshadweep",2019,3,"Others","10","10279"
"lakshadweep",2019,4,"Recharge & bill payments","1801","618156"
"lakshadweep",2019,4,"Peer-to-peer payments","1753","10383413"
"lakshadweep",2019,4,"Merchant payments","188","211414"
"lakshadweep",2019,4,"Financial Services","2","34"
"lakshadweep",2019,4,"Others","21","56896"
"lakshadweep",2020,1,"Recharge & bill payments","2684","789255"
"lakshadweep",2020,1,"Peer-to-peer payments","2068","12463327"
"lakshadweep",2020,1,"Merchant payments","387","216594"
"lakshadweep",2020,1,"Others","12","33192"
"lakshadweep",2020,2,"Recharge & bill payments","4497","1061694"
"lakshadweep",2020,2,"Peer-to-peer payments","2176","14718605"
"lakshadweep",2020,2,"Merchant payments","472","971609"
"lakshadweep",2020,2,"Financial Services","60","158594"
"lakshadweep",2020,2,"Others","15","32420"
"lakshadweep",2020,3,"Recharge & bill payments","4696","1186948"
"lakshadweep",2020,3,"Peer-to-peer payments","2946","19189392"
"lakshadweep",2020,3,"Merchant payments","903","842981"
"lakshadweep",2020,3,"Financial Services","27","45458"
"lakshadweep",2020,3,"Others","17","42055"
"lakshadweep",2020,4,"Recharge & bill payments","5187","1499298"
"lakshadweep",2020,4,"Peer-to-peer payments","4741","27284123"
"lakshadweep",2020,4,"Merchant payments","1668","1227102"
"lakshadweep",2020,4,"Financial Services","22","13969"
"lakshadweep",2020,4,"Others","32","86826"
"lakshadweep",2021,1,"Peer-to-peer payments","3942","24823715"
"lakshadweep",2021,1,"Recharge & bill payments","3541","1070209"
"lakshadweep",2021,1,"Merchant payments","1537","1040214"
"lakshadweep",2021,1,"Financial Services","19","15929"
"lakshadweep",2021,1,"Others","46","92716"
"lakshadweep",2021,2,"Recharge & bill payments","5499","1745296"
"lakshadweep",2021,2,"Peer-to-peer payments","4069","23996417"
"lakshadweep",2021,2,"Merchant payments","1743","1525332"
"lakshadweep",2021,2,"Financial Services","29","15052"
"lakshadweep",2021,2,"Others","44","101366"
"lakshadweep",2021,3,"Peer-to-peer payments","5687","34142108"
"lakshadweep",2021,3,"Recharge & bill payments","5153","1700287"
"lakshadweep",2021,3,"Merchant payments","2450","2750367"
"lakshadweep",2021,3,"Financial Services","48","137227"
"lakshadweep",2021,3,"Others","32","73174"
"lakshadweep",2021,4,"Peer-to-peer payments","7154","44696669"
"lakshadweep",2021,4,"Recharge & bill payments","5355","2093901"
"lakshadweep",2021,4,"Merchant payments","2872","4071239"
"lakshadweep",2021,4,"Financial Services","27","19995"
"lakshadweep",2021,4,"Others","62","116382"
"lakshadweep",2022,1,"Peer-to-peer payments","7913","48590865"
"lakshadweep",2022,1,"Recharge & bill payments","5334","2322580"
"lakshadweep",2022,1,"Merchant payments","3048","3838358"
"lakshadweep",2022,1,"Financial Services","39","38274"
"lakshadweep",2022,1,"Others","63","149355"
"lakshadweep",2022,2,"Peer-to-peer payments","8491","48451728"
"lakshadweep",2022,2,"Recharge & bill payments","5366","2386145"
"lakshadweep",2022,2,"Merchant payments","3602","4895657"
"lakshadweep",2022,2,"Financial Services","59","87128"
"lakshadweep",2022,2,"Others","51","108944"
"lakshadweep",2022,3,"Peer-to-peer payments","7533","40029004"
"lakshadweep",2022,3,"Recharge & bill payments","4441","1936538"
"lakshadweep",2022,3,"Merchant payments","3142","5469201"
"lakshadweep",2022,3,"Financial Services","64","63630"
"lakshadweep",2022,3,"Others","61","81637"
"lakshadweep",2022,4,"Peer-to-peer payments","8686","47450386"
"lakshadweep",2022,4,"Recharge & bill payments","4557","2024739"
"lakshadweep",2022,4,"Merchant payments","3819","5250991"
"lakshadweep",2022,4,"Financial Services","35","26453"
"lakshadweep",2022,4,"Others","50","61304"
"lakshadweep",2023,1,"Peer-to-peer payments","14918","73202195"
"lakshadweep",2023,1,"Recharge & bill payments","8287","3929048"
"lakshadweep",2023,1,"Merchant payments","6123","7988014"
"lakshadweep",2023,1,"Financial Services","153","160430"
"lakshadweep",2023,1,"Others","39","42274"
"lakshadweep",2023,2,"Peer-to-peer payments","16924","80630344"
"lakshadweep",2023,2,"Merchant payments","9524","12585603"
"lakshadweep",2023,2,"Recharge & bill payments","8287","4632264"
"lakshadweep",2023,2,"Financial Services","105","52460"
"lakshadweep",2023,2,"Others","78","86767"
"madhya-pradesh",2018,1,"Recharge & bill payments","4404190","667057311"
"madhya-pradesh",2018,1,"Peer-to-peer payments","2848290","7590790589"
"madhya-pradesh",2018,1,"Financial Services","230519","43374289"
"madhya-pradesh",2018,1,"Merchant payments","196394","170119674"
"madhya-pradesh",2018,1,"Others","346002","210261541"
"madhya-pradesh",2018,2,"Recharge & bill payments","5324535","1132090446"
"madhya-pradesh",2018,2,"Peer-to-peer payments","4269392","14155603482"
"madhya-pradesh",2018,2,"Merchant payments","397135","339308203"
"madhya-pradesh",2018,2,"Financial Services","305553","53860332"
"madhya-pradesh",2018,2,"Others","264797","243218603"
"madhya-pradesh",2018,3,"Peer-to-peer payments","9988509","22057686209"
"madhya-pradesh",2018,3,"Recharge & bill payments","5733261","1367773857"
"madhya-pradesh",2018,3,"Merchant payments","784995","465390820"
"madhya-pradesh",2018,3,"Financial Services","359440","46120459"
"madhya-pradesh",2018,3,"Others","260780","212770861"
"madhya-pradesh",2018,4,"Peer-to-peer payments","11456555","30897348665"
"madhya-pradesh",2018,4,"Recharge & bill payments","7273502","1669345517"
"madhya-pradesh",2018,4,"Merchant payments","2056426","1036249754"
"madhya-pradesh",2018,4,"Financial Services","313540","43367243"
"madhya-pradesh",2018,4,"Others","297532","259296894"
"madhya-pradesh",2019,1,"Peer-to-peer payments","23708825","44114206183"
"madhya-pradesh",2019,1,"Recharge & bill payments","9966905","2423593842"
"madhya-pradesh",2019,1,"Merchant payments","3018928","1263699222"
"madhya-pradesh",2019,1,"Financial Services","290838","28901169"
"madhya-pradesh",2019,1,"Others","315553","239879106"
"madhya-pradesh",2019,2,"Peer-to-peer payments","20868744","61758841794"
"madhya-pradesh",2019,2,"Recharge & bill payments","12044969","3571897178"
"madhya-pradesh",2019,2,"Merchant payments","7331352","2671155681"
"madhya-pradesh",2019,2,"Financial Services","149197","18869662"
"madhya-pradesh",2019,2,"Others","451751","313802065"
"madhya-pradesh",2019,3,"Peer-to-peer payments","22631038","67648107703"
"madhya-pradesh",2019,3,"Merchant payments","17163551","5147459307"
"madhya-pradesh",2019,3,"Recharge & bill payments","13156616","4576521609"
"madhya-pradesh",2019,3,"Financial Services","192821","25654169"
"madhya-pradesh",2019,3,"Others","466385","278578703"
"madhya-pradesh",2019,4,"Peer-to-peer payments","32083162","92064471162"
"madhya-pradesh",2019,4,"Merchant payments","19447707","7304157802"
"madhya-pradesh",2019,4,"Recharge & bill payments","16081734","5104821721"
"madhya-pradesh",2019,4,"Financial Services","127116","24020061"
"madhya-pradesh",2019,4,"Others","392270","190456045"
"madhya-pradesh",2020,1,"Peer-to-peer payments","34540722","110325991607"
"madhya-pradesh",2020,1,"Merchant payments","24618074","9898242848"
"madhya-pradesh",2020,1,"Recharge & bill payments","19788516","6311610610"
"madhya-pradesh",2020,1,"Financial Services","68055","30645714"
"madhya-pradesh",2020,1,"Others","351379","170790656"
"madhya-pradesh",2020,2,"Peer-to-peer payments","34860958","128184693855"
"madhya-pradesh",2020,2,"Recharge & bill payments","27497528","8904067957"
"madhya-pradesh",2020,2,"Merchant payments","13685723","10666223054"
"madhya-pradesh",2020,2,"Financial Services","80988","62073621"
"madhya-pradesh",2020,2,"Others","215376","104956802"
"madhya-pradesh",2020,3,"Peer-to-peer payments","50871564","174978985034"
"madhya-pradesh",2020,3,"Merchant payments","31879804","20621273982"
"madhya-pradesh",2020,3,"Recharge & bill payments","25380467","9834190567"
"madhya-pradesh",2020,3,"Financial Services","131725","122971108"
"madhya-pradesh",2020,3,"Others","316321","144259293"
"madhya-pradesh",2020,4,"Peer-to-peer payments","67972167","235584201864"
"madhya-pradesh",2020,4,"Merchant payments","57707471","37315576877"
"madhya-pradesh",2020,4,"Recharge & bill payments","27335834","10977774483"
"madhya-pradesh",2020,4,"Financial Services","149532","132590450"
"madhya-pradesh",2020,4,"Others","487537","264996098"
"madhya-pradesh",2021,1,"Merchant payments","84812245","50098244500"
"madhya-pradesh",2021,1,"Peer-to-peer payments","84070625","279938170704"
"madhya-pradesh",2021,1,"Recharge & bill payments","32500681","13060914041"
"madhya-pradesh",2021,1,"Financial Services","169378","161838390"
"madhya-pradesh",2021,1,"Others","445569","274786748"
"madhya-pradesh",2021,2,"Peer-to-peer payments","99367521","348935762191"
"madhya-pradesh",2021,2,"Merchant payments","77113464","58839392450"
"madhya-pradesh",2021,2,"Recharge & bill payments","46118636","17230546399"
"madhya-pradesh",2021,2,"Financial Services","188726","177313390"
"madhya-pradesh",2021,2,"Others","526333","317753606"
"madhya-pradesh",2021,3,"Merchant payments","138433772","85885669792"
"madhya-pradesh",2021,3,"Peer-to-peer payments","127654821","398912712886"
"madhya-pradesh",2021,3,"Recharge & bill payments","44437315","19025346051"
"madhya-pradesh",2021,3,"Financial Services","174454","180366423"
"madhya-pradesh",2021,3,"Others","742972","408508699"
"madhya-pradesh",2021,4,"Merchant payments","197193842","126461098235"
"madhya-pradesh",2021,4,"Peer-to-peer payments","159649020","507118521843"
"madhya-pradesh",2021,4,"Recharge & bill payments","46220966","22492766779"
"madhya-pradesh",2021,4,"Financial Services","247925","246488171"
"madhya-pradesh",2021,4,"Others","996331","568617376"
"madhya-pradesh",2022,1,"Merchant payments","237691924","143310226697"
"madhya-pradesh",2022,1,"Peer-to-peer payments","185008444","578201697704"
"madhya-pradesh",2022,1,"Recharge & bill payments","48870314","25437774564"
"madhya-pradesh",2022,1,"Financial Services","222923","219927120"
"madhya-pradesh",2022,1,"Others","909453","495513515"
"madhya-pradesh",2022,2,"Merchant payments","287616385","174183397721"
"madhya-pradesh",2022,2,"Peer-to-peer payments","202093283","663180522499"
"madhya-pradesh",2022,2,"Recharge & bill payments","54318983","29125694282"
"madhya-pradesh",2022,2,"Financial Services","157672","153944500"
"madhya-pradesh",2022,2,"Others","713506","381178326"
"madhya-pradesh",2022,3,"Merchant payments","391105651","212445928287"
"madhya-pradesh",2022,3,"Peer-to-peer payments","267013695","780650402034"
"madhya-pradesh",2022,3,"Recharge & bill payments","72148870","39132574048"
"madhya-pradesh",2022,3,"Financial Services","240678","236981164"
"madhya-pradesh",2022,3,"Others","750665","442608717"
"madhya-pradesh",2022,4,"Merchant payments","492999084","272801597092"
"madhya-pradesh",2022,4,"Peer-to-peer payments","325467851","984255199294"
"madhya-pradesh",2022,4,"Recharge & bill payments","79289399","45143248069"
"madhya-pradesh",2022,4,"Financial Services","286931","278304973"
"madhya-pradesh",2022,4,"Others","785003","521508121"
"madhya-pradesh",2023,1,"Merchant payments","404378350","208281637594"
"madhya-pradesh",2023,1,"Peer-to-peer payments","263524301","809388762719"
"madhya-pradesh",2023,1,"Recharge & bill payments","65818962","43725957842"
"madhya-pradesh",2023,1,"Financial Services","226835","236606773"
"madhya-pradesh",2023,1,"Others","618522","393634973"
"madhya-pradesh",2023,2,"Merchant payments","479498828","236960764220"
"madhya-pradesh",2023,2,"Peer-to-peer payments","294125925","916102516476"
"madhya-pradesh",2023,2,"Recharge & bill payments","73584106","48712706741"
"madhya-pradesh",2023,2,"Financial Services","248905","289207465"
"madhya-pradesh",2023,2,"Others","579296","375754606"
"maharashtra",2018,1,"Recharge & bill payments","9670237","2283567431"
"maharashtra",2018,1,"Peer-to-peer payments","5227770","18283896465"
"maharashtra",2018,1,"Merchant payments","616779","576964071"
"maharashtra",2018,1,"Financial Services","235051","60997258"
"maharashtra",2018,1,"Others","637197","506188033"
"maharashtra",2018,2,"Recharge & bill payments","12384216","3725800359"
"maharashtra",2018,2,"Peer-to-peer payments","7772336","30782831246"
"maharashtra",2018,2,"Merchant payments","1306326","1226121649"
"maharashtra",2018,2,"Financial Services","262875","85545909"
"maharashtra",2018,2,"Others","559987","536758078"
"maharashtra",2018,3,"Recharge & bill payments","14371791","4547486090"
"maharashtra",2018,3,"Peer-to-peer payments","13470065","45466534004"
"maharashtra",2018,3,"Merchant payments","2797204","1702220875"
"maharashtra",2018,3,"Financial Services","234598","52348968"
"maharashtra",2018,3,"Others","664880","492227796"
"maharashtra",2018,4,"Peer-to-peer payments","20824667","68974011019"
"maharashtra",2018,4,"Recharge & bill payments","18071025","5860865070"
"maharashtra",2018,4,"Merchant payments","6047705","3985195742"
"maharashtra",2018,4,"Financial Services","325121","77345547"
"maharashtra",2018,4,"Others","821705","621519669"
"maharashtra",2019,1,"Peer-to-peer payments","37360716","97373087988"
"maharashtra",2019,1,"Recharge & bill payments","24540041","8256500587"
"maharashtra",2019,1,"Merchant payments","12069119","5172594696"
"maharashtra",2019,1,"Financial Services","287569","49487746"
"maharashtra",2019,1,"Others","821624","569019904"
"maharashtra",2019,2,"Peer-to-peer payments","42546317","130558153688"
"maharashtra",2019,2,"Recharge & bill payments","29395661","12197234771"
"maharashtra",2019,2,"Merchant payments","27854042","9728561727"
"maharashtra",2019,2,"Financial Services","182840","45291636"
"maharashtra",2019,2,"Others","1170993","765228266"
"maharashtra",2019,3,"Peer-to-peer payments","57991699","165731686169"
"maharashtra",2019,3,"Merchant payments","54683738","17545729507"
"maharashtra",2019,3,"Recharge & bill payments","34309301","15471698544"
"maharashtra",2019,3,"Financial Services","231467","54108447"
"maharashtra",2019,3,"Others","1519376","814284078"
"maharashtra",2019,4,"Merchant payments","80127804","27209874138"
"maharashtra",2019,4,"Peer-to-peer payments","78795871","227268054757"
"maharashtra",2019,4,"Recharge & bill payments","40705998","17794666215"
"maharashtra",2019,4,"Financial Services","129755","49622864"
"maharashtra",2019,4,"Others","1501192","672210825"
"maharashtra",2020,1,"Merchant payments","100337738","35200130305"
"maharashtra",2020,1,"Peer-to-peer payments","87067410","262541205696"
"maharashtra",2020,1,"Recharge & bill payments","50199498","21603565070"
"maharashtra",2020,1,"Financial Services","123476","91363684"
"maharashtra",2020,1,"Others","1215959","558931963"
"maharashtra",2020,2,"Peer-to-peer payments","74295930","239933338683"
"maharashtra",2020,2,"Recharge & bill payments","60856480","23112343247"
"maharashtra",2020,2,"Merchant payments","48965388","32859184582"
"maharashtra",2020,2,"Financial Services","206461","211733276"
"maharashtra",2020,2,"Others","466502","242917371"
"maharashtra",2020,3,"Peer-to-peer payments","108436214","351555554813"
"maharashtra",2020,3,"Merchant payments","100808237","60171102124"
"maharashtra",2020,3,"Recharge & bill payments","58082283","27915727883"
"maharashtra",2020,3,"Financial Services","325453","333669600"
"maharashtra",2020,3,"Others","658737","331024593"
"maharashtra",2020,4,"Merchant payments","189845640","103804638604"
"maharashtra",2020,4,"Peer-to-peer payments","151741840","485747881734"
"maharashtra",2020,4,"Recharge & bill payments","64556682","31556917822"
"maharashtra",2020,4,"Financial Services","398409","418399993"
"maharashtra",2020,4,"Others","1078433","627692680"
"maharashtra",2021,1,"Merchant payments","253043309","129493046208"
"maharashtra",2021,1,"Peer-to-peer payments","187021609","599213284362"
"maharashtra",2021,1,"Recharge & bill payments","76389103","40057211827"
"maharashtra",2021,1,"Financial Services","439551","492900203"
"maharashtra",2021,1,"Others","966668","630909553"
"maharashtra",2021,2,"Merchant payments","247194293","150864465217"
"maharashtra",2021,2,"Peer-to-peer payments","228551961","719859665694"
"maharashtra",2021,2,"Recharge & bill payments","96271138","43154405548"
"maharashtra",2021,2,"Financial Services","504252","536780917"
"maharashtra",2021,2,"Others","1094842","699738248"
"maharashtra",2021,3,"Merchant payments","390051884","216701984639"
"maharashtra",2021,3,"Peer-to-peer payments","296951706","890860873380"
"maharashtra",2021,3,"Recharge & bill payments","103943973","50242023586"
"maharashtra",2021,3,"Financial Services","448646","579098939"
"maharashtra",2021,3,"Others","1477851","873324624"
"maharashtra",2021,4,"Merchant payments","540351277","305512280091"
"maharashtra",2021,4,"Peer-to-peer payments","361865450","1109862480618"
"maharashtra",2021,4,"Recharge & bill payments","105990417","58087950922"
"maharashtra",2021,4,"Financial Services","606265","707102765"
"maharashtra",2021,4,"Others","1918093","1188658731"
"maharashtra",2022,1,"Merchant payments","646277671","340240479374"
"maharashtra",2022,1,"Peer-to-peer payments","411989717","1274889182430"
"maharashtra",2022,1,"Recharge & bill payments","108896881","64507860104"
"maharashtra",2022,1,"Financial Services","583243","677612619"
"maharashtra",2022,1,"Others","1758926","1084139454"
"maharashtra",2022,2,"Merchant payments","810961772","428469294407"
"maharashtra",2022,2,"Peer-to-peer payments","470258043","1501201968774"
"maharashtra",2022,2,"Recharge & bill payments","124280427","75110969246"
"maharashtra",2022,2,"Financial Services","490152","559321829"
"maharashtra",2022,2,"Others","1542719","930827919"
"maharashtra",2022,3,"Merchant payments","876618082","432250721734"
"maharashtra",2022,3,"Peer-to-peer payments","483481713","1434565548651"
"maharashtra",2022,3,"Recharge & bill payments","124545840","79360150487"
"maharashtra",2022,3,"Financial Services","521362","571583116"
"maharashtra",2022,3,"Others","1222420","831183386"
"maharashtra",2022,4,"Merchant payments","1025666187","502660888415"
"maharashtra",2022,4,"Peer-to-peer payments","535142126","1622619308527"
"maharashtra",2022,4,"Recharge & bill payments","126118544","83576414221"
"maharashtra",2022,4,"Financial Services","620124","699276779"
"maharashtra",2022,4,"Others","1228291","914951674"
"maharashtra",2023,1,"Merchant payments","1134579287","502987953087"
"maharashtra",2023,1,"Peer-to-peer payments","572326605","1752752577223"
"maharashtra",2023,1,"Recharge & bill payments","139414546","104828264973"
"maharashtra",2023,1,"Financial Services","667987","763120514"
"maharashtra",2023,1,"Others","1280074","953990262"
"maharashtra",2023,2,"Merchant payments","1289778683","567713506184"
"maharashtra",2023,2,"Peer-to-peer payments","620475611","1923752701888"
"maharashtra",2023,2,"Recharge & bill payments","151613474","112846643294"
"maharashtra",2023,2,"Financial Services","697164","821061690"
"maharashtra",2023,2,"Others","1152916","870693412"
"manipur",2018,1,"Recharge & bill payments","50212","6463185"
"manipur",2018,1,"Peer-to-peer payments","26382","115495174"
"manipur",2018,1,"Financial Services","2660","412580"
"manipur",2018,1,"Merchant payments","1614","3616476"
"manipur",2018,1,"Others","3201","2058761"
"manipur",2018,2,"Recharge & bill payments","77991","11541248"
"manipur",2018,2,"Peer-to-peer payments","60365","232157390"
"manipur",2018,2,"Financial Services","5992","1241901"
"manipur",2018,2,"Merchant payments","4041","5366760"
"manipur",2018,2,"Others","3332","2902423"
"manipur",2018,3,"Peer-to-peer payments","95204","357768750"
"manipur",2018,3,"Recharge & bill payments","81323","13912990"
"manipur",2018,3,"Merchant payments","7396","9180954"
"manipur",2018,3,"Financial Services","2577","333082"
"manipur",2018,3,"Others","2758","2135469"
"manipur",2018,4,"Recharge & bill payments","113507","18898063"
"manipur",2018,4,"Peer-to-peer payments","104872","562009596"
"manipur",2018,4,"Merchant payments","13333","20685433"
"manipur",2018,4,"Financial Services","1452","307325"
"manipur",2018,4,"Others","2946","3783142"
"manipur",2019,1,"Peer-to-peer payments","127067","619919871"
"manipur",2019,1,"Recharge & bill payments","120000","22106830"
"manipur",2019,1,"Merchant payments","15190","14580183"
"manipur",2019,1,"Financial Services","800","174777"
"manipur",2019,1,"Others","2352","3116399"
"manipur",2019,2,"Peer-to-peer payments","120153","679785849"
"manipur",2019,2,"Recharge & bill payments","116500","23573234"
"manipur",2019,2,"Merchant payments","18044","15996651"
"manipur",2019,2,"Financial Services","387","91955"
"manipur",2019,2,"Others","2341","3342253"
"manipur",2019,3,"Recharge & bill payments","180057","36634657"
"manipur",2019,3,"Peer-to-peer payments","144965","803335617"
"manipur",2019,3,"Merchant payments","17683","20490224"
"manipur",2019,3,"Financial Services","358","367866"
"manipur",2019,3,"Others","1945","2723639"
"manipur",2019,4,"Recharge & bill payments","212136","44202547"
"manipur",2019,4,"Peer-to-peer payments","211927","1123258478"
"manipur",2019,4,"Merchant payments","23094","30486780"
"manipur",2019,4,"Financial Services","548","240642"
"manipur",2019,4,"Others","1639","2709235"
"manipur",2020,1,"Peer-to-peer payments","451733","2458093402"
"manipur",2020,1,"Recharge & bill payments","285234","62688260"
"manipur",2020,1,"Merchant payments","78067","74202067"
"manipur",2020,1,"Financial Services","622","354184"
"manipur",2020,1,"Others","3145","3252467"
"manipur",2020,2,"Peer-to-peer payments","533206","2980242535"
"manipur",2020,2,"Recharge & bill payments","450830","107589094"
"manipur",2020,2,"Merchant payments","92110","106540409"
"manipur",2020,2,"Financial Services","1676","1457571"
"manipur",2020,2,"Others","5246","3106603"
"manipur",2020,3,"Peer-to-peer payments","774786","4301284799"
"manipur",2020,3,"Recharge & bill payments","464659","113190539"
"manipur",2020,3,"Merchant payments","170653","195132027"
"manipur",2020,3,"Financial Services","1878","1593036"
"manipur",2020,3,"Others","8192","4775720"
"manipur",2020,4,"Peer-to-peer payments","892853","5172499338"
"manipur",2020,4,"Recharge & bill payments","436450","114202616"
"manipur",2020,4,"Merchant payments","289050","307902115"
"manipur",2020,4,"Financial Services","1806","2448403"
"manipur",2020,4,"Others","7693","5172086"
"manipur",2021,1,"Peer-to-peer payments","1117829","6402367884"
"manipur",2021,1,"Recharge & bill payments","796590","223955813"
"manipur",2021,1,"Merchant payments","377280","433297594"
"manipur",2021,1,"Financial Services","3398","4385333"
"manipur",2021,1,"Others","8438","6280891"
"manipur",2021,2,"Peer-to-peer payments","1372821","7041837918"
"manipur",2021,2,"Recharge & bill payments","1187952","305103751"
"manipur",2021,2,"Merchant payments","510734","531484849"
"manipur",2021,2,"Financial Services","4165","4256098"
"manipur",2021,2,"Others","10603","7145346"
"manipur",2021,3,"Peer-to-peer payments","1819423","9134806595"
"manipur",2021,3,"Recharge & bill payments","1368584","367664441"
"manipur",2021,3,"Merchant payments","735707","889317377"
"manipur",2021,3,"Financial Services","3460","5625518"
"manipur",2021,3,"Others","14222","9447099"
"manipur",2021,4,"Peer-to-peer payments","2199970","10998828288"
"manipur",2021,4,"Recharge & bill payments","1451488","412791674"
"manipur",2021,4,"Merchant payments","1013985","1229517397"
"manipur",2021,4,"Financial Services","4671","5941101"
"manipur",2021,4,"Others","17325","11393579"
"manipur",2022,1,"Peer-to-peer payments","2517626","12169368063"
"manipur",2022,1,"Recharge & bill payments","1528476","469035958"
"manipur",2022,1,"Merchant payments","1247205","1489604137"
"manipur",2022,1,"Financial Services","4878","6057616"
"manipur",2022,1,"Others","15494","10435304"
"manipur",2022,2,"Peer-to-peer payments","2843426","12704512239"
"manipur",2022,2,"Merchant payments","1709547","1757831052"
"manipur",2022,2,"Recharge & bill payments","1533778","448637967"
"manipur",2022,2,"Financial Services","4069","4753629"
"manipur",2022,2,"Others","14812","7175749"
"manipur",2022,3,"Peer-to-peer payments","3127266","12927705072"
"manipur",2022,3,"Merchant payments","1829741","2010460357"
"manipur",2022,3,"Recharge & bill payments","1379911","432182394"
"manipur",2022,3,"Financial Services","4524","4671353"
"manipur",2022,3,"Others","11300","6411091"
"manipur",2022,4,"Peer-to-peer payments","3259645","13133729481"
"manipur",2022,4,"Merchant payments","1828984","2074698993"
"manipur",2022,4,"Recharge & bill payments","1325391","406031254"
"manipur",2022,4,"Financial Services","4691","5754920"
"manipur",2022,4,"Others","9959","5742049"
"manipur",2023,1,"Peer-to-peer payments","1703742","7281781083"
"manipur",2023,1,"Merchant payments","933135","1083073192"
"manipur",2023,1,"Recharge & bill payments","613398","214427498"
"manipur",2023,1,"Financial Services","3529","3178295"
"manipur",2023,1,"Others","4579","3104024"
"manipur",2023,2,"Peer-to-peer payments","812842","3763543566"
"manipur",2023,2,"Merchant payments","499534","569980400"
"manipur",2023,2,"Recharge & bill payments","290239","127777535"
"manipur",2023,2,"Financial Services","1849","1430976"
"manipur",2023,2,"Others","1807","1144176"
"meghalaya",2018,1,"Recharge & bill payments","31857","6028476"
"meghalaya",2018,1,"Peer-to-peer payments","13274","55943497"
"meghalaya",2018,1,"Merchant payments","1605","2395888"
"meghalaya",2018,1,"Financial Services","532","144318"
"meghalaya",2018,1,"Others","2303","1738080"
"meghalaya",2018,2,"Recharge & bill payments","42625","9657896"
"meghalaya",2018,2,"Peer-to-peer payments","19894","101140465"
"meghalaya",2018,2,"Merchant payments","2929","3663446"
"meghalaya",2018,2,"Financial Services","592","580648"
"meghalaya",2018,2,"Others","1817","1962212"
"meghalaya",2018,3,"Recharge & bill payments","60625","14231601"
"meghalaya",2018,3,"Peer-to-peer payments","40832","187460582"
"meghalaya",2018,3,"Merchant payments","5802","5458931"
