"state","year","quarter","district","count","amount"
"odisha",2021,2,"malkangiri ","536483","1533587671"
"odisha",2021,2,"ambalpur ","2608509","4696196507"
"odisha",2021,2,"kalahandi ","1937182","4092365112"
"odisha",2021,2,"anugul ","3164512","6629061184"
"odisha",2021,2,"ganjam ","7627913","16847721822"
"odisha",2021,2,"jajapur ","5656119","10463482057"
"odisha",2021,2,"bargarh ","1645651","3738223459"
"odisha",2021,2,"henkanal ","2643521","5071739031"
"odisha",2021,2,"bhadrak ","3607884","6934665842"
"odisha",2021,2,"nuapada ","575643","1419954694"
"odisha",2021,2,"kendujhar ","3840405","8414558964"
"odisha",2021,2,"mayurbhanj ","2518601","4822603779"
"odisha",2021,2,"jharsuguda ","1975532","3575096265"
"odisha",2021,2,"kandhamal ","1337203","2643241576"
"odisha",2021,2,"eogarh ","312612","710519513"
"odisha",2021,2,"undargarh ","4098648","7912972843"
"odisha",2021,2,"jagatsinghapur ","3117688","5877965111"
"odisha",2021,2,"balangir ","1937619","4234458587"
"odisha",2021,2,"baleshwar ","5228480","10295354117"
"odisha",2021,2,"puri ","4549183","8010886850"
"odisha",2021,2,"onepur ","716848","1750553184"
"odisha",2021,2,"khordha ","51729539","85083429988"
"odisha",2021,2,"boudh ","467496","1140110013"
"odisha",2021,2,"gajapati ","866454","2207862999"
"odisha",2021,2,"nayagarh ","2042130","3717016584"
"odisha",2021,2,"nabarangpur ","808234","2137024330"
"odisha",2021,2,"kendrapara ","3121087","5922631481"
"odisha",2021,2,"uttack ","9410135","16755164888"
"odisha",2021,3,"ayagada ","2574801","5381125914"
"odisha",2021,3,"koraput ","2509905","5893005777"
"odisha",2021,3,"malkangiri ","696476","1834021448"
"odisha",2021,3,"ambalpur ","3665818","6244596039"
"odisha",2021,3,"kalahandi ","2578011","4962612595"
"odisha",2021,3,"anugul ","4298974","8427870408"
"odisha",2021,3,"ganjam ","9758386","20245873715"
"odisha",2021,3,"jajapur ","7272580","11904523018"
"odisha",2021,3,"bargarh ","2216651","4687162071"
"odisha",2021,3,"henkanal ","3328230","5951039799"
"odisha",2021,3,"bhadrak ","4514522","7770426087"
"odisha",2021,3,"nuapada ","779264","1789197066"
"odisha",2021,3,"kendujhar ","4942596","9669648441"
"odisha",2021,3,"mayurbhanj ","3366763","6058820680"
"odisha",2021,3,"jharsuguda ","2772640","4581837440"
"odisha",2021,3,"kandhamal ","1699861","3180693138"
"odisha",2021,3,"eogarh ","401592","837326468"
"odisha",2021,3,"undargarh ","5579434","10009710570"
"odisha",2021,3,"jagatsinghapur ","4055375","6884871775"
"odisha",2021,3,"balangir ","2632946","5371520094"
"odisha",2021,3,"baleshwar ","6888676","12434308111"
"odisha",2021,3,"puri ","6111015","9865814429"
"odisha",2021,3,"onepur ","912081","2022927897"
"odisha",2021,3,"khordha ","71647985","108452202806"
"odisha",2021,3,"boudh ","619658","1350893048"
"odisha",2021,3,"gajapati ","1119729","2608533955"
"odisha",2021,3,"nayagarh ","2508535","4293630577"
"odisha",2021,3,"nabarangpur ","1101606","2637036417"
"odisha",2021,3,"kendrapara ","3791932","6502877452"
"odisha",2021,3,"uttack ","13016632","21926611696"
"odisha",2021,4,"ayagada ","3507319","6787852551"
"odisha",2021,4,"koraput ","3420361","7615206064"
"odisha",2021,4,"malkangiri ","944763","2362647818"
"odisha",2021,4,"ambalpur ","5031922","8285793491"
"odisha",2021,4,"kalahandi ","3402330","6135732201"
"odisha",2021,4,"anugul ","5595409","10832624237"
"odisha",2021,4,"ganjam ","12765148","25961006849"
"odisha",2021,4,"jajapur ","9413690","14846315998"
"odisha",2021,4,"bargarh ","2928438","5988250004"
"odisha",2021,4,"henkanal ","4358635","7483698924"
"odisha",2021,4,"bhadrak ","5912920","9896347667"
"odisha",2021,4,"nuapada ","1029449","2266776078"
"odisha",2021,4,"kendujhar ","6478836","12263605985"
"odisha",2021,4,"mayurbhanj ","4438866","8018457152"
"odisha",2021,4,"jharsuguda ","3680407","6025708132"
"odisha",2021,4,"kandhamal ","2257911","4066852873"
"odisha",2021,4,"eogarh ","512496","1062094682"
"odisha",2021,4,"undargarh ","7505779","13524168956"
"odisha",2021,4,"jagatsinghapur ","5234984","8365537189"
"odisha",2021,4,"balangir ","3606120","7082596489"
"odisha",2021,4,"baleshwar ","8971332","16112382301"
"odisha",2021,4,"puri ","8372818","13192898085"
"odisha",2021,4,"onepur ","1161962","2482976024"
"odisha",2021,4,"khordha ","94505879","135122128259"
"odisha",2021,4,"boudh ","791827","1654377855"
"odisha",2021,4,"gajapati ","1471303","3082994382"
"odisha",2021,4,"nayagarh ","3214212","5319824631"
"odisha",2021,4,"nabarangpur ","1497950","3502205583"
"odisha",2021,4,"kendrapara ","4821107","7981220766"
"odisha",2021,4,"uttack ","17091193","27928768465"
"odisha",2022,1,"ayagada ","3936852","8060115678"
"odisha",2022,1,"koraput ","4038613","9298326855"
"odisha",2022,1,"malkangiri ","1179046","3270655406"
"odisha",2022,1,"ambalpur ","5761550","9796463368"
"odisha",2022,1,"kalahandi ","4098786","8069224583"
"odisha",2022,1,"anugul ","6423393","12666904909"
"odisha",2022,1,"ganjam ","14289760","29674857683"
"odisha",2022,1,"jajapur ","10760033","17569845984"
"odisha",2022,1,"bargarh ","3467880","7430199582"
"odisha",2022,1,"henkanal ","4932962","8922834795"
"odisha",2022,1,"bhadrak ","7049860","12413725787"
"odisha",2022,1,"nuapada ","1270136","2867818847"
"odisha",2022,1,"kendujhar ","7553005","15056691323"
"odisha",2022,1,"mayurbhanj ","5095313","9650878750"
"odisha",2022,1,"jharsuguda ","4134502","6844271054"
"odisha",2022,1,"kandhamal ","2538748","4625177434"
"odisha",2022,1,"eogarh ","598462","1357264183"
"odisha",2022,1,"undargarh ","8621086","15915215286"
"odisha",2022,1,"jagatsinghapur ","5978387","10028244700"
"odisha",2022,1,"balangir ","4197830","8648940993"
"odisha",2022,1,"baleshwar ","10164531","19169857482"
"odisha",2022,1,"puri ","9268269","15063520180"
"odisha",2022,1,"onepur ","1409459","3419311101"
"odisha",2022,1,"khordha ","104052705","152745328927"
"odisha",2022,1,"boudh ","951344","2234431099"
"odisha",2022,1,"gajapati ","1692615","3677406538"
"odisha",2022,1,"nayagarh ","3648292","6409579565"
"odisha",2022,1,"nabarangpur ","1875017","4950344796"
"odisha",2022,1,"kendrapara ","5689131","9906960118"
"odisha",2022,1,"uttack ","18955932","31482914774"
"odisha",2022,2,"ayagada ","4627958","8714955314"
"odisha",2022,2,"koraput ","4936573","10469450816"
"odisha",2022,2,"malkangiri ","1387356","3383818108"
"odisha",2022,2,"ambalpur ","6893113","10992643685"
"odisha",2022,2,"kalahandi ","4688556","8314694922"
"odisha",2022,2,"anugul ","7523854","13937160595"
"odisha",2022,2,"ganjam ","17162973","34095586249"
"odisha",2022,2,"jajapur ","12788486","20441535608"
"odisha",2022,2,"bargarh ","4086915","8114146806"
"odisha",2022,2,"henkanal ","5757058","9756517532"
"odisha",2022,2,"bhadrak ","8276685","14146459102"
"odisha",2022,2,"nuapada ","1521970","3116138855"
"odisha",2022,2,"kendujhar ","8741853","16383523040"
"odisha",2022,2,"mayurbhanj ","6060816","10858866630"
"odisha",2022,2,"jharsuguda ","4801176","7708561039"
"odisha",2022,2,"kandhamal ","2888894","5091606151"
"odisha",2022,2,"eogarh ","690751","1490625194"
"odisha",2022,2,"undargarh ","10183902","18077191338"
"odisha",2022,2,"jagatsinghapur ","7161421","11721528585"
"odisha",2022,2,"balangir ","4915372","9186213800"
"odisha",2022,2,"baleshwar ","12044394","22154827661"
"odisha",2022,2,"puri ","11076675","17846685658"
"odisha",2022,2,"onepur ","1649781","3533650027"
"odisha",2022,2,"khordha ","124986765","174299128205"
"odisha",2022,2,"boudh ","1082256","2255513700"
"odisha",2022,2,"gajapati ","2039493","4088833139"
"odisha",2022,2,"nayagarh ","4075329","6885797711"
"odisha",2022,2,"nabarangpur ","2228087","5063429958"
"odisha",2022,2,"kendrapara ","6628224","11344691542"
"odisha",2022,2,"uttack ","22544912","36561231371"
"odisha",2022,3,"ayagada ","4630056","7860841427"
"odisha",2022,3,"koraput ","5222148","9998538489"
"odisha",2022,3,"malkangiri ","1473325","3146761920"
"odisha",2022,3,"ambalpur ","7870435","11478161491"
"odisha",2022,3,"kalahandi ","5013207","7966634546"
"odisha",2022,3,"anugul ","8115183","13631294531"
"odisha",2022,3,"ganjam ","18696976","33504012153"
"odisha",2022,3,"jajapur ","13031811","18746602447"
"odisha",2022,3,"bargarh ","5107762","8890053157"
"odisha",2022,3,"henkanal ","6306392","9609384521"
"odisha",2022,3,"bhadrak ","8725910","13285204298"
"odisha",2022,3,"nuapada ","1638138","3030878278"
"odisha",2022,3,"kendujhar ","8971733","14742503569"
"odisha",2022,3,"mayurbhanj ","6682226","10635989150"
"odisha",2022,3,"jharsuguda ","5377124","8014356028"
"odisha",2022,3,"kandhamal ","1814757","3284992415"
"odisha",2022,3,"eogarh ","793258","1434375904"
"odisha",2022,3,"undargarh ","12922754","20430235862"
"odisha",2022,3,"jagatsinghapur ","7256382","10735372271"
"odisha",2022,3,"balangir ","5221322","9063831704"
"odisha",2022,3,"baleshwar ","11721722","19704921265"
"odisha",2022,3,"puri ","11193823","16592473105"
"odisha",2022,3,"onepur ","1778702","3405255943"
"odisha",2022,3,"khordha ","182514532","234713995655"
"odisha",2022,3,"boudh ","1191513","2148876149"
"odisha",2022,3,"gajapati ","3662329","7752031340"
"odisha",2022,3,"nayagarh ","4495311","6946679941"
"odisha",2022,3,"nabarangpur ","2357269","4596544681"
"odisha",2022,3,"kendrapara ","6258047","9787502107"
"odisha",2022,3,"uttack ","26643179","39407252993"
"odisha",2022,4,"ayagada ","5257941","8675747746"
"odisha",2022,4,"koraput ","6085464","11474927056"
"odisha",2022,4,"malkangiri ","1806300","3725926907"
"odisha",2022,4,"ambalpur ","10274024","14842758107"
"odisha",2022,4,"kalahandi ","5718284","9059291541"
"odisha",2022,4,"anugul ","12295417","19745058049"
"odisha",2022,4,"ganjam ","22374745","39538930038"
"odisha",2022,4,"jajapur ","14867125","21337793695"
"odisha",2022,4,"bargarh ","5568285","9785407451"
"odisha",2022,4,"henkanal ","6836914","10618843490"
"odisha",2022,4,"bhadrak ","10065776","15308124670"
"odisha",2022,4,"nuapada ","1890250","3596704493"
"odisha",2022,4,"kendujhar ","10410170","17491124061"
"odisha",2022,4,"mayurbhanj ","8292947","13255523391"
"odisha",2022,4,"jharsuguda ","5993084","8933820246"
"odisha",2022,4,"kandhamal ","2010523","3670658325"
"odisha",2022,4,"eogarh ","798399","1590818534"
"odisha",2022,4,"undargarh ","13451927","21877712616"
"odisha",2022,4,"jagatsinghapur ","8378147","12340755527"
"odisha",2022,4,"balangir ","6484587","11236556907"
"odisha",2022,4,"baleshwar ","13396460","22861471772"
"odisha",2022,4,"puri ","13182742","19540224955"
"odisha",2022,4,"onepur ","2183385","3996412194"
"odisha",2022,4,"khordha ","208260666","268479766618"
"odisha",2022,4,"boudh ","1271353","2337831974"
"odisha",2022,4,"gajapati ","3242621","6909085562"
"odisha",2022,4,"nayagarh ","4834028","7483877287"
"odisha",2022,4,"nabarangpur ","2969219","5927912765"
"odisha",2022,4,"kendrapara ","7111443","11163586588"
"odisha",2022,4,"uttack ","30402517","45410411960"
"odisha",2023,1,"ayagada ","9242117","15843507868"
"odisha",2023,1,"koraput ","10477639","19625419729"
"odisha",2023,1,"malkangiri ","3379377","7024085785"
"odisha",2023,1,"ambalpur ","14071573","20599161744"
"odisha",2023,1,"kalahandi ","10265015","17450640008"
"odisha",2023,1,"anugul ","15740427","27099331321"
"odisha",2023,1,"ganjam ","32835788","61573352324"
"odisha",2023,1,"jajapur ","25255634","37473229516"
"odisha",2023,1,"bargarh ","8484449","15825674760"
"odisha",2023,1,"henkanal ","11782611","18813154646"
"odisha",2023,1,"bhadrak ","16140167","26416399764"
"odisha",2023,1,"nuapada ","3426856","6435315301"
"odisha",2023,1,"kendujhar ","18026645","31232789553"
"odisha",2023,1,"mayurbhanj ","12205379","20296749444"
"odisha",2023,1,"jharsuguda ","9307491","13856078393"
"odisha",2023,1,"kandhamal ","3307033","5954869943"
"odisha",2023,1,"eogarh ","1468398","2928557374"
"odisha",2023,1,"undargarh ","20729692","33143659545"
"odisha",2023,1,"jagatsinghapur ","13624395","20464625700"
"odisha",2023,1,"balangir ","10543941","19132286523"
"odisha",2023,1,"baleshwar ","22230329","39044589915"
"odisha",2023,1,"puri ","21713045","32501736718"
"odisha",2023,1,"onepur ","3584230","7359675423"
"odisha",2023,1,"khordha ","111522734","135017933250"
"odisha",2023,1,"boudh ","2331533","4699827212"
"odisha",2023,1,"gajapati ","3933839","7156141256"
"odisha",2023,1,"nayagarh ","8162882","13199944354"
"odisha",2023,1,"nabarangpur ","5141635","11008689918"
"odisha",2023,1,"kendrapara ","12576184","20308826840"
"odisha",2023,1,"uttack ","41385050","62482723536"
"odisha",2023,2,"ayagada ","10430733","16326853134"
"odisha",2023,2,"koraput ","12108317","20632039550"
"odisha",2023,2,"malkangiri ","4006534","7377060939"
"odisha",2023,2,"ambalpur ","13805023","19664092856"
"odisha",2023,2,"kalahandi ","11483007","17433145169"
"odisha",2023,2,"anugul ","17821017","28339516034"
"odisha",2023,2,"ganjam ","37687158","65580991112"
"odisha",2023,2,"jajapur ","28791729","40171499264"
"odisha",2023,2,"bargarh ","9687928","16347856794"
"odisha",2023,2,"henkanal ","13271170","19560724883"
"odisha",2023,2,"bhadrak ","18158095","27663111525"
"odisha",2023,2,"nuapada ","3842005","6363214004"
"odisha",2023,2,"kendujhar ","20222348","32289663832"
"odisha",2023,2,"mayurbhanj ","14022144","22050422348"
"odisha",2023,2,"jharsuguda ","10602684","14973940875"
"odisha",2023,2,"kandhamal ","3880193","6668488360"
"odisha",2023,2,"eogarh ","1650318","3119334936"
"odisha",2023,2,"undargarh ","23197177","35645373543"
"odisha",2023,2,"jagatsinghapur ","15759372","22153848980"
"odisha",2023,2,"balangir ","11856945","18902988269"
"odisha",2023,2,"baleshwar ","25291904","42078597675"
"odisha",2023,2,"puri ","25372964","36233538120"
"odisha",2023,2,"onepur ","4062758","7337203832"
"odisha",2023,2,"khordha ","124412287","146803819835"
"odisha",2023,2,"boudh ","2609458","4594961187"
"odisha",2023,2,"gajapati ","4433293","7628137659"
"odisha",2023,2,"nayagarh ","9151257","13825445948"
"odisha",2023,2,"nabarangpur ","5915153","10698518195"
"odisha",2023,2,"kendrapara ","14559641","22059925056"
"odisha",2023,2,"uttack ","46505217","66807740190"
"puducherry",2018,1,"karaikal ","10266","17996502"
"puducherry",2018,1,"puducherry ","86486","136205608"
"puducherry",2018,1,"yanam ","5948","9167585"
"puducherry",2018,1,"mahe ","1512","2456277"
"puducherry",2018,2,"karaikal ","18649","42127265"
"puducherry",2018,2,"puducherry ","102722","224950542"
"puducherry",2018,2,"yanam ","6204","15165659"
"puducherry",2018,2,"mahe ","2686","3557654"
"puducherry",2018,3,"karaikal ","23605","56668700"
"puducherry",2018,3,"puducherry ","147716","334779012"
"puducherry",2018,3,"yanam ","14243","20556915"
"puducherry",2018,3,"mahe ","4707","5653448"
"puducherry",2018,4,"karaikal ","34809","77106295"
"puducherry",2018,4,"puducherry ","253397","511150128"
"puducherry",2018,4,"yanam ","14991","30135591"
"puducherry",2018,4,"mahe ","4767","7299651"
"puducherry",2019,1,"karaikal ","47329","97328630"
"puducherry",2019,1,"puducherry ","422723","753546044"
"puducherry",2019,1,"yanam ","24489","44751665"
"puducherry",2019,1,"mahe ","6551","10846685"
"puducherry",2019,2,"karaikal ","31079","75135164"
"puducherry",2019,2,"puducherry ","519810","1075863296"
"puducherry",2019,2,"yanam ","23022","49923875"
"puducherry",2019,2,"mahe ","6166","10524574"
"puducherry",2019,3,"karaikal ","45737","101419895"
"puducherry",2019,3,"puducherry ","629431","1279933924"
"puducherry",2019,3,"yanam ","33240","64060521"
"puducherry",2019,3,"mahe ","8418","15294017"
"puducherry",2019,4,"karaikal ","58510","122162466"
"puducherry",2019,4,"puducherry ","893985","1700000398"
"puducherry",2019,4,"yanam ","48736","91368452"
"puducherry",2019,4,"mahe ","11424","18497001"
"puducherry",2020,1,"karaikal ","68088","136347281"
"puducherry",2020,1,"puducherry ","1060927","1916832756"
"puducherry",2020,1,"yanam ","65016","129871510"
"puducherry",2020,1,"mahe ","13890","22225930"
"puducherry",2020,2,"karaikal ","64779","128626213"
"puducherry",2020,2,"puducherry ","868930","1652466844"
"puducherry",2020,2,"yanam ","78024","142084096"
"puducherry",2020,2,"mahe ","21650","36853828"
"puducherry",2020,3,"karaikal ","85556","201796444"
"puducherry",2020,3,"puducherry ","1515874","3144232152"
"puducherry",2020,3,"yanam ","105613","212350487"
"puducherry",2020,3,"mahe ","23859","39701146"
"puducherry",2020,4,"karaikal ","141895","310516003"
"puducherry",2020,4,"puducherry ","2349454","4194543312"
"puducherry",2020,4,"yanam ","182547","363312762"
"puducherry",2020,4,"mahe ","42107","62154141"
"puducherry",2021,1,"karaikal ","161642","360807459"
"puducherry",2021,1,"puducherry ","2920236","5086390412"
"puducherry",2021,1,"yanam ","178609","375222412"
"puducherry",2021,1,"mahe ","48945","76889289"
"puducherry",2021,2,"karaikal ","169944","352528452"
"puducherry",2021,2,"puducherry ","3316123","5610649881"
"puducherry",2021,2,"yanam ","212893","448908147"
"puducherry",2021,2,"mahe ","52427","86748218"
"puducherry",2021,3,"karaikal ","241468","508474640"
"puducherry",2021,3,"puducherry ","4514763","7530306877"
"puducherry",2021,3,"yanam ","289263","571731115"
"puducherry",2021,3,"mahe ","76232","119461799"
"puducherry",2021,4,"karaikal ","300601","586375960"
"puducherry",2021,4,"puducherry ","5606990","8973636725"
"puducherry",2021,4,"yanam ","360182","704806775"
"puducherry",2021,4,"mahe ","101037","158832341"
"puducherry",2022,1,"karaikal ","362403","702448183"
"puducherry",2022,1,"puducherry ","6470067","10377036936"
"puducherry",2022,1,"yanam ","410527","819248314"
"puducherry",2022,1,"mahe ","116179","184741472"
"puducherry",2022,2,"karaikal ","417480","788877561"
"puducherry",2022,2,"puducherry ","7617058","11822245859"
"puducherry",2022,2,"yanam ","481753","963312236"
"puducherry",2022,2,"mahe ","127396","204309599"
"puducherry",2022,3,"karaikal ","456795","825576112"
"puducherry",2022,3,"puducherry ","5992740","8962290619"
"puducherry",2022,3,"yanam ","466305","876565450"
"puducherry",2022,3,"mahe ","126887","189885531"
"puducherry",2022,4,"karaikal ","488147","837406337"
"puducherry",2022,4,"puducherry ","6382870","9121245940"
"puducherry",2022,4,"yanam ","536311","969860108"
"puducherry",2022,4,"mahe ","148799","213692492"
"puducherry",2023,1,"karaikal ","791763","1298008037"
"puducherry",2023,1,"puducherry ","8201469","11002579889"
"puducherry",2023,1,"yanam ","919789","1592729097"
"puducherry",2023,1,"mahe ","231274","329071483"
"puducherry",2023,2,"karaikal ","864821","1352373335"
"puducherry",2023,2,"puducherry ","8965912","11885508091"
"puducherry",2023,2,"yanam ","1041312","1778086558"
"puducherry",2023,2,"mahe ","258281","370765273"
"punjab",2018,1,"hahid bhagat singh nagar ","20891","31984800"
"punjab",2018,1,"fazilka ","100864","118915901"
"punjab",2018,1,"barnala ","20348","30779491"
"punjab",2018,1,"mansa ","47047","41535818"
"punjab",2018,1,"ludhiana ","427197","563038261"
"punjab",2018,1," muktsar sahib ","44697","54146157"
"punjab",2018,1,"patiala ","131111","216716752"
"punjab",2018,1,"pathankot ","51474","81047251"
"punjab",2018,1,"fatehgarh sahib ","31868","43563884"
"punjab",2018,1,"upnagar ","33059","51094982"
"punjab",2018,1,"arn taran ","23026","43205533"
"punjab",2018,1,"as nagar ","285119","465850274"
"punjab",2018,1,"angrur ","89227","118420390"
"punjab",2018,1,"jalandhar ","118981","193577711"
"punjab",2018,1,"bathinda ","96310","151709303"
"punjab",2018,1,"kapurthala ","65770","79325182"
"punjab",2018,1,"firozepur ","43858","68077291"
"punjab",2018,1,"gurdaspur ","33787","57534101"
"punjab",2018,1,"amritsar ","98115","200091373"
"punjab",2018,1,"faridkot ","31684","45932934"
"punjab",2018,1,"hoshiarpur ","43008","64771754"
"punjab",2018,1,"moga ","32992","59439081"
"punjab",2018,2,"hahid bhagat singh nagar ","27601","57097564"
"punjab",2018,2,"fazilka ","132032","203431002"
"punjab",2018,2,"barnala ","27175","55951708"
"punjab",2018,2,"mansa ","61637","73350477"
"punjab",2018,2,"ludhiana ","572930","935892632"
"punjab",2018,2," muktsar sahib ","62150","98991562"
"punjab",2018,2,"patiala ","196259","371254259"
"punjab",2018,2,"pathankot ","78612","158739383"
"punjab",2018,2,"fatehgarh sahib ","45947","73715315"
"punjab",2018,2,"upnagar ","44278","84494302"
"punjab",2018,2,"arn taran ","30289","62616088"
"punjab",2018,2,"as nagar ","387752","730035483"
"punjab",2018,2,"angrur ","125761","193602227"
"punjab",2018,2,"jalandhar ","158547","333928450"
"punjab",2018,2,"bathinda ","146307","267391852"
"punjab",2018,2,"kapurthala ","80199","143776926"
"punjab",2018,2,"firozepur ","61163","112984834"
"punjab",2018,2,"gurdaspur ","51270","96002110"
"punjab",2018,2,"amritsar ","147287","334246874"
"punjab",2018,2,"faridkot ","39283","82684843"
"punjab",2018,2,"hoshiarpur ","61527","115287400"
"punjab",2018,2,"moga ","43157","99196920"
"punjab",2018,3,"hahid bhagat singh nagar ","50360","75243772"
"punjab",2018,3,"fazilka ","157892","270023103"
"punjab",2018,3,"barnala ","30636","73261686"
"punjab",2018,3,"mansa ","66110","109278595"
"punjab",2018,3,"ludhiana ","778963","1456417150"
"punjab",2018,3," muktsar sahib ","68801","136393054"
"punjab",2018,3,"patiala ","250988","563579570"
"punjab",2018,3,"pathankot ","108152","279349329"
"punjab",2018,3,"fatehgarh sahib ","54979","106015403"
"punjab",2018,3,"upnagar ","58143","124959700"
"punjab",2018,3,"arn taran ","38829","100240826"
"punjab",2018,3,"as nagar ","547349","1070550639"
"punjab",2018,3,"angrur ","206582","284133550"
"punjab",2018,3,"jalandhar ","215686","521388264"
"punjab",2018,3,"bathinda ","187177","400049255"
"punjab",2018,3,"kapurthala ","106984","188312116"
"punjab",2018,3,"firozepur ","82490","171196760"
"punjab",2018,3,"gurdaspur ","63775","164460952"
"punjab",2018,3,"amritsar ","195357","530829227"
"punjab",2018,3,"faridkot ","50038","115912812"
"punjab",2018,3,"hoshiarpur ","85294","187505088"
"punjab",2018,3,"moga ","57523","136586193"
"punjab",2018,4,"hahid bhagat singh nagar ","52020","101794335"
"punjab",2018,4,"fazilka ","213017","434770271"
"punjab",2018,4,"barnala ","47591","120710677"
"punjab",2018,4,"mansa ","97259","170157570"
"punjab",2018,4,"ludhiana ","1098598","2226953591"
"punjab",2018,4," muktsar sahib ","93772","206325699"
"punjab",2018,4,"patiala ","343229","854933124"
"punjab",2018,4,"pathankot ","155199","443194938"
"punjab",2018,4,"fatehgarh sahib ","76726","157545285"
"punjab",2018,4,"upnagar ","83391","193579955"
"punjab",2018,4,"arn taran ","61707","180051384"
"punjab",2018,4,"as nagar ","771033","1538255981"
"punjab",2018,4,"angrur ","300930","429092237"
"punjab",2018,4,"jalandhar ","309298","787278146"
"punjab",2018,4,"bathinda ","253384","614565899"
"punjab",2018,4,"kapurthala ","140093","271879527"
"punjab",2018,4,"firozepur ","119242","288718525"
"punjab",2018,4,"gurdaspur ","99359","266120794"
"punjab",2018,4,"amritsar ","300266","797440476"
"punjab",2018,4,"faridkot ","69239","190667369"
"punjab",2018,4,"hoshiarpur ","126429","301407123"
"punjab",2019,1,"hahid bhagat singh nagar ","79445","119470786"
"punjab",2019,1,"fazilka ","273038","537572832"
"punjab",2019,1,"barnala ","57783","138982287"
"punjab",2019,1,"mansa ","101738","199555981"
"punjab",2019,1,"ludhiana ","1955827","3406467300"
"punjab",2019,1," muktsar sahib ","118323","247591887"
"punjab",2019,1,"patiala ","440799","957447018"
"punjab",2019,1,"pathankot ","155221","397808785"
"punjab",2019,1,"fatehgarh sahib ","111014","183861711"
"punjab",2019,1,"upnagar ","118161","228939443"
"punjab",2019,1,"arn taran ","75154","216842791"
"punjab",2019,1,"as nagar ","1284091","2129328200"
"punjab",2019,1,"angrur ","366386","472831751"
"punjab",2019,1,"jalandhar ","463733","969367416"
"punjab",2019,1,"bathinda ","323075","712296730"
"punjab",2019,1,"kapurthala ","262162","366249498"
"punjab",2019,1,"firozepur ","144747","336231172"
"punjab",2019,1,"gurdaspur ","121130","294899538"
"punjab",2019,1,"amritsar ","404192","922712816"
"punjab",2019,1,"faridkot ","84034","194474368"
"punjab",2019,1,"hoshiarpur ","159087","333307889"
"punjab",2019,1,"moga ","72997","208249802"
"punjab",2019,2,"hahid bhagat singh nagar ","59789","120509708"
"punjab",2019,2,"fazilka ","244089","576108452"
"punjab",2019,2,"barnala ","57879","163538633"
"punjab",2019,2,"mansa ","88864","202384609"
"punjab",2019,2,"ludhiana ","2861806","6103196267"
"punjab",2019,2," muktsar sahib ","108234","262034642"
"punjab",2019,2,"patiala ","428732","1033453294"
"punjab",2019,2,"pathankot ","160293","445515294"
"punjab",2019,2,"fatehgarh sahib ","110319","203367838"
"punjab",2019,2,"upnagar ","113884","261172224"
"punjab",2019,2,"arn taran ","77759","239937524"
"punjab",2019,2,"as nagar ","1651321","3186753122"
"punjab",2019,2,"angrur ","288602","525049272"
"punjab",2019,2,"jalandhar ","606445","1344928165"
"punjab",2019,2,"bathinda ","314775","796164323"
"punjab",2019,2,"kapurthala ","289692","450106237"
"punjab",2019,2,"firozepur ","138798","377909051"
"punjab",2019,2,"gurdaspur ","131173","350183439"
"punjab",2019,2,"amritsar ","464671","1153431872"
"punjab",2019,2,"faridkot ","81331","209541897"
"punjab",2019,2,"hoshiarpur ","152379","365526747"
"punjab",2019,2,"moga ","78995","243980786"
"punjab",2019,3,"hahid bhagat singh nagar ","71100","137706616"
"punjab",2019,3,"fazilka ","314556","672363454"
"punjab",2019,3,"barnala ","81230","206292405"
"punjab",2019,3,"mansa ","107608","241069722"
"punjab",2019,3,"ludhiana ","3105207","7455507219"
"punjab",2019,3," muktsar sahib ","136350","304802373"
"punjab",2019,3,"patiala ","648561","1363591163"
"punjab",2019,3,"pathankot ","217743","530602505"
"punjab",2019,3,"fatehgarh sahib ","163432","269496857"
"punjab",2019,3,"upnagar ","165669","321175758"
"punjab",2019,3,"arn taran ","108099","291314287"
"punjab",2019,3,"as nagar ","2133485","3949329973"
"punjab",2019,3,"angrur ","330365","654399190"
"punjab",2019,3,"jalandhar ","758891","1632069019"
"punjab",2019,3,"bathinda ","416734","972384572"
"punjab",2019,3,"kapurthala ","494918","565670362"
"punjab",2019,3,"firozepur ","172273","423101166"
"punjab",2019,3,"gurdaspur ","177719","427373055"
"punjab",2019,3,"amritsar ","675647","1486947290"
"punjab",2019,3,"faridkot ","105569","266083823"
"punjab",2019,3,"hoshiarpur ","209241","443522959"
"punjab",2019,3,"moga ","112415","291011836"
"punjab",2019,4,"hahid bhagat singh nagar ","97328","184021087"
"punjab",2019,4,"fazilka ","425525","946156853"
"punjab",2019,4,"barnala ","107774","280115511"
"punjab",2019,4,"mansa ","144806","329920119"
"punjab",2019,4,"ludhiana ","3939299","9747197707"
"punjab",2019,4," muktsar sahib ","174837","413295690"
"punjab",2019,4,"patiala ","799674","1781269263"
"punjab",2019,4,"pathankot ","280434","697314026"
"punjab",2019,4,"fatehgarh sahib ","202590","344564210"
"punjab",2019,4,"upnagar ","207966","422311926"
"punjab",2019,4,"arn taran ","146185","428158904"
"punjab",2019,4,"as nagar ","2685032","4949390532"
"punjab",2019,4,"angrur ","448960","870965378"
"punjab",2019,4,"jalandhar ","980520","2169729877"
"punjab",2019,4,"bathinda ","532029","1239636961"
"punjab",2019,4,"kapurthala ","667137","741334179"
