"state","year","quarter","district","count","amount"
"andaman-&-nicobar-islands",2018,1,"north and middle andaman ","442","931663"
"andaman-&-nicobar-islands",2018,1,"outh andaman ","5688","12560249"
"andaman-&-nicobar-islands",2018,1,"nicobars ","528","1139849"
"andaman-&-nicobar-islands",2018,2,"north and middle andaman ","825","1317863"
"andaman-&-nicobar-islands",2018,2,"outh andaman ","9395","23948236"
"andaman-&-nicobar-islands",2018,2,"nicobars ","1120","3072437"
"andaman-&-nicobar-islands",2018,3,"north and middle andaman ","1283","4901530"
"andaman-&-nicobar-islands",2018,3,"outh andaman ","13511","44268112"
"andaman-&-nicobar-islands",2018,3,"nicobars ","1471","6387829"
"andaman-&-nicobar-islands",2018,4,"north and middle andaman ","2137","7955636"
"andaman-&-nicobar-islands",2018,4,"outh andaman ","20136","75411841"
"andaman-&-nicobar-islands",2018,4,"nicobars ","1485","7180859"
"andaman-&-nicobar-islands",2019,1,"north and middle andaman ","3264","9561709"
"andaman-&-nicobar-islands",2019,1,"outh andaman ","25683","85501972"
"andaman-&-nicobar-islands",2019,1,"nicobars ","1539","7236060"
"andaman-&-nicobar-islands",2019,2,"north and middle andaman ","3371","8612103"
"andaman-&-nicobar-islands",2019,2,"outh andaman ","28490","102530956"
"andaman-&-nicobar-islands",2019,2,"nicobars ","1828","9111651"
"andaman-&-nicobar-islands",2019,3,"north and middle andaman ","4049","11481466"
"andaman-&-nicobar-islands",2019,3,"outh andaman ","27421","91023888"
"andaman-&-nicobar-islands",2019,3,"nicobars ","2300","11566421"
"andaman-&-nicobar-islands",2019,4,"north and middle andaman ","4716","13524057"
"andaman-&-nicobar-islands",2019,4,"outh andaman ","27843","110930312"
"andaman-&-nicobar-islands",2019,4,"nicobars ","2600","12384162"
"andaman-&-nicobar-islands",2020,1,"north and middle andaman ","5674","14697372"
"andaman-&-nicobar-islands",2020,1,"outh andaman ","32713","134679397"
"andaman-&-nicobar-islands",2020,1,"nicobars ","2911","12099544"
"andaman-&-nicobar-islands",2020,2,"north and middle andaman ","10979","22447714"
"andaman-&-nicobar-islands",2020,2,"outh andaman ","48088","132855779"
"andaman-&-nicobar-islands",2020,2,"nicobars ","3895","14341509"
"andaman-&-nicobar-islands",2020,3,"north and middle andaman ","16747","33486883"
"andaman-&-nicobar-islands",2020,3,"outh andaman ","95323","282366109"
"andaman-&-nicobar-islands",2020,3,"nicobars ","5413","22166454"
"andaman-&-nicobar-islands",2020,4,"north and middle andaman ","29349","68941322"
"andaman-&-nicobar-islands",2020,4,"outh andaman ","186494","523122463"
"andaman-&-nicobar-islands",2020,4,"nicobars ","8688","35218871"
"andaman-&-nicobar-islands",2021,1,"north and middle andaman ","27358","75027255"
"andaman-&-nicobar-islands",2021,1,"outh andaman ","207092","669604045"
"andaman-&-nicobar-islands",2021,1,"nicobars ","10302","39075267"
"andaman-&-nicobar-islands",2021,2,"north and middle andaman ","39200","90233389"
"andaman-&-nicobar-islands",2021,2,"outh andaman ","286907","760893021"
"andaman-&-nicobar-islands",2021,2,"nicobars ","15307","48020607"
"andaman-&-nicobar-islands",2021,3,"north and middle andaman ","46592","118254866"
"andaman-&-nicobar-islands",2021,3,"outh andaman ","382418","1116789011"
"andaman-&-nicobar-islands",2021,3,"nicobars ","20754","74980519"
"andaman-&-nicobar-islands",2021,4,"north and middle andaman ","53115","156486112"
"andaman-&-nicobar-islands",2021,4,"outh andaman ","558571","1694794708"
"andaman-&-nicobar-islands",2021,4,"nicobars ","24437","81329281"
"andaman-&-nicobar-islands",2022,1,"north and middle andaman ","60059","161624879"
"andaman-&-nicobar-islands",2022,1,"outh andaman ","705512","1872991196"
"andaman-&-nicobar-islands",2022,1,"nicobars ","29177","94414128"
"andaman-&-nicobar-islands",2022,2,"north and middle andaman ","72573","195693168"
"andaman-&-nicobar-islands",2022,2,"outh andaman ","954875","2357326563"
"andaman-&-nicobar-islands",2022,2,"nicobars ","43769","132900619"
"andaman-&-nicobar-islands",2022,3,"north and middle andaman ","79574","211581970"
"andaman-&-nicobar-islands",2022,3,"outh andaman ","1455255","2967719401"
"andaman-&-nicobar-islands",2022,3,"nicobars ","49550","131330401"
"andaman-&-nicobar-islands",2022,4,"north and middle andaman ","93297","241431284"
"andaman-&-nicobar-islands",2022,4,"outh andaman ","1835592","3600887266"
"andaman-&-nicobar-islands",2022,4,"nicobars ","58646","142355854"
"andaman-&-nicobar-islands",2023,1,"north and middle andaman ","152187","392080332"
"andaman-&-nicobar-islands",2023,1,"outh andaman ","2030078","3867385426"
"andaman-&-nicobar-islands",2023,1,"nicobars ","94127","202062829"
"andaman-&-nicobar-islands",2023,2,"north and middle andaman ","181149","462414675"
"andaman-&-nicobar-islands",2023,2,"outh andaman ","2417058","4297737197"
"andaman-&-nicobar-islands",2023,2,"nicobars ","109568","230192364"
"andhra-pradesh",2018,1,"east godavari ","943935","1235785516"
"andhra-pradesh",2018,1,"kakulam ","458921","587778029"
"andhra-pradesh",2018,1,"psr nellore ","531612","676643238"
"andhra-pradesh",2018,1,"vizianagaram ","420990","505783446"
"andhra-pradesh",2018,1,"visakhapatnam ","1256469","1749966197"
"andhra-pradesh",2018,1,"prakasam ","534757","748990776"
"andhra-pradesh",2018,1,"anantapur ","638664","788830646"
"andhra-pradesh",2018,1,"ysr ","487333","681481931"
"andhra-pradesh",2018,1,"west godavari ","577090","853547669"
"andhra-pradesh",2018,1,"kurnool ","679623","764905299"
"andhra-pradesh",2018,1,"hittoor ","830324","1009621878"
"andhra-pradesh",2018,1,"guntur ","815932","1108686589"
"andhra-pradesh",2018,1,"krishna ","863935","1284255180"
"andhra-pradesh",2018,2,"east godavari ","1221677","2168914928"
"andhra-pradesh",2018,2,"kakulam ","559868","929392017"
"andhra-pradesh",2018,2,"psr nellore ","780454","1542057934"
"andhra-pradesh",2018,2,"vizianagaram ","529588","811711368"
"andhra-pradesh",2018,2,"visakhapatnam ","1641192","2987853607"
"assam",2020,1,"nsukia ","286640","541758827"
"andhra-pradesh",2018,2,"prakasam ","739991","1571167562"
"andhra-pradesh",2018,2,"anantapur ","937023","1690366079"
"andhra-pradesh",2018,2,"ysr ","690842","1415500368"
"andhra-pradesh",2018,2,"west godavari ","786033","1688025212"
"andhra-pradesh",2018,2,"kurnool ","968439","1531888666"
"andhra-pradesh",2018,2,"hittoor ","1185723","1990419126"
"andhra-pradesh",2018,2,"guntur ","1088101","2108475812"
"andhra-pradesh",2018,2,"krishna ","1224987","2448141593"
"andhra-pradesh",2018,3,"east godavari ","3226907","3551247095"
"andhra-pradesh",2018,3,"kakulam ","1073883","1318322237"
"andhra-pradesh",2018,3,"psr nellore ","1308890","2215938596"
"andhra-pradesh",2018,3,"vizianagaram ","970132","1163546007"
"andhra-pradesh",2018,3,"visakhapatnam ","3394576","4821892253"
"andhra-pradesh",2018,3,"prakasam ","1319651","2346453445"
"andhra-pradesh",2018,3,"anantapur ","1815215","2681787750"
"andhra-pradesh",2018,3,"ysr ","1557444","2235904512"
"andhra-pradesh",2018,3,"west godavari ","1431282","2309078493"
"andhra-pradesh",2018,3,"kurnool ","2921189","2908389262"
"andhra-pradesh",2018,3,"hittoor ","2297429","3283517631"
"andhra-pradesh",2018,3,"guntur ","1912529","3127764663"
"andhra-pradesh",2018,3,"krishna ","2396934","3754202654"
"andhra-pradesh",2018,4,"east godavari ","3052762","4652624623"
"andhra-pradesh",2018,4,"kakulam ","1252807","1870278610"
"andhra-pradesh",2018,4,"psr nellore ","1814997","3293448557"
"andhra-pradesh",2018,4,"vizianagaram ","1386787","1817673253"
"andhra-pradesh",2018,4,"visakhapatnam ","4791421","7366635865"
"andhra-pradesh",2018,4,"prakasam ","1692862","3255254226"
"andhra-pradesh",2018,4,"anantapur ","2286391","3975878156"
"andhra-pradesh",2018,4,"ysr ","1732527","3252340063"
"andhra-pradesh",2018,4,"west godavari ","1688482","3237504255"
"andhra-pradesh",2018,4,"kurnool ","2508530","3626544852"
"andhra-pradesh",2018,4,"hittoor ","3166201","4979093890"
"andhra-pradesh",2018,4,"guntur ","2546620","4730251218"
"andhra-pradesh",2018,4,"krishna ","2839161","5416251838"
"andhra-pradesh",2019,1,"east godavari ","5440146","7382264725"
"andhra-pradesh",2019,1,"kakulam ","2526855","3407912878"
"andhra-pradesh",2019,1,"psr nellore ","3333584","5161932216"
"andhra-pradesh",2019,1,"vizianagaram ","2798241","3364576948"
"andhra-pradesh",2019,1,"visakhapatnam ","9690866","13459857441"
"andhra-pradesh",2019,1,"prakasam ","2931081","4807527779"
"andhra-pradesh",2019,1,"anantapur ","3891336","6044730653"
"andhra-pradesh",2019,1,"ysr ","2852197","4915811594"
"andhra-pradesh",2019,1,"west godavari ","2829437","4623764455"
"andhra-pradesh",2019,1,"kurnool ","4193432","5541564893"
"andhra-pradesh",2019,1,"hittoor ","6486813","8223371732"
"andhra-pradesh",2019,1,"guntur ","4846553","7765934169"
"andhra-pradesh",2019,1,"krishna ","5443981","9061346433"
"andhra-pradesh",2019,2,"east godavari ","4699261","9116404622"
"andhra-pradesh",2019,2,"kakulam ","2019203","4066576540"
"andhra-pradesh",2019,2,"psr nellore ","3141891","6880873007"
"andhra-pradesh",2019,2,"vizianagaram ","2272320","4443041665"
"andhra-pradesh",2019,2,"visakhapatnam ","11705738","20797479804"
"andhra-pradesh",2019,2,"prakasam ","2670529","6262396448"
"andhra-pradesh",2019,2,"anantapur ","3578836","7830782361"
"andhra-pradesh",2019,2,"ysr ","2606284","6376856828"
"andhra-pradesh",2019,2,"west godavari ","2402074","5676818259"
"andhra-pradesh",2019,2,"kurnool ","3895824","7358285187"
"andhra-pradesh",2019,2,"hittoor ","5983308","10982727976"
"andhra-pradesh",2019,2,"guntur ","5005275","10405246943"
"andhra-pradesh",2019,2,"krishna ","6428472","13437029116"
"andhra-pradesh",2019,3,"east godavari ","6537303","11387726471"
"andhra-pradesh",2019,3,"kakulam ","2556296","4610131290"
"andhra-pradesh",2019,3,"psr nellore ","4150195","8256600119"
"andhra-pradesh",2019,3,"vizianagaram ","2861581","4922069039"
"andhra-pradesh",2019,3,"visakhapatnam ","16694947","26944837120"
"andhra-pradesh",2019,3,"prakasam ","3430750","7354502261"
"andhra-pradesh",2019,3,"anantapur ","4889720","9554081289"
"andhra-pradesh",2019,3,"ysr ","3296586","7447544274"
"andhra-pradesh",2019,3,"west godavari ","3179541","6627629029"
"andhra-pradesh",2019,3,"kurnool ","5139134","9025632779"
"andhra-pradesh",2019,3,"hittoor ","8201783","13837455759"
"andhra-pradesh",2019,3,"guntur ","6942304","13075661264"
"andhra-pradesh",2019,3,"krishna ","8408474","16404073561"
"andhra-pradesh",2019,4,"east godavari ","9285739","16816774065"
"andhra-pradesh",2019,4,"kakulam ","3712555","6832369302"
"andhra-pradesh",2019,4,"psr nellore ","5877804","11786014089"
"andhra-pradesh",2019,4,"vizianagaram ","3998234","7175851807"
"andhra-pradesh",2019,4,"visakhapatnam ","23594874","39133296330"
"andhra-pradesh",2019,4,"prakasam ","4865473","10604077825"
"andhra-pradesh",2019,4,"anantapur ","6764112","13887248889"
"andhra-pradesh",2019,4,"ysr ","4793157","10865073856"
"andhra-pradesh",2019,4,"west godavari ","4596479","9710614747"
"andhra-pradesh",2019,4,"kurnool ","7001958","13233105729"
"andhra-pradesh",2019,4,"hittoor ","11246986","19298476028"
"andhra-pradesh",2019,4,"guntur ","9761330","18565626418"
"andhra-pradesh",2019,4,"krishna ","11719402","23039786404"
"andhra-pradesh",2020,1,"east godavari ","11346242","21854701379"
"andhra-pradesh",2020,1,"kakulam ","4835092","9777575594"
"andhra-pradesh",2020,1,"psr nellore ","7430247","15387829694"
"andhra-pradesh",2020,1,"vizianagaram ","5042066","9879174241"
"andhra-pradesh",2020,1,"visakhapatnam ","27115031","48809747615"
"andhra-pradesh",2020,1,"prakasam ","6318396","14169104765"
"andhra-pradesh",2020,1,"anantapur ","8466129","17864325753"
"andhra-pradesh",2020,1,"ysr ","6031255","14059924637"
"andhra-pradesh",2020,1,"west godavari ","5919670","12995834341"
"andhra-pradesh",2020,1,"kurnool ","8246869","17022710312"
"andhra-pradesh",2020,1,"hittoor ","13257740","23441848567"
"andhra-pradesh",2020,1,"guntur ","11493331","22992734621"
"andhra-pradesh",2020,1,"krishna ","12175289","24481702771"
"andhra-pradesh",2020,2,"east godavari ","13130334","26319906327"
"andhra-pradesh",2020,2,"kakulam ","6425515","12153650077"
"andhra-pradesh",2020,2,"psr nellore ","9454274","20665376461"
"andhra-pradesh",2020,2,"vizianagaram ","6690313","12819344390"
"andhra-pradesh",2020,2,"visakhapatnam ","25300401","48293889917"
"andhra-pradesh",2020,2,"prakasam ","8844580","19846026727"
"andhra-pradesh",2020,2,"anantapur ","10473739","22094006659"
"andhra-pradesh",2020,2,"ysr ","8033609","19597207268"
"andhra-pradesh",2020,2,"west godavari ","7273096","16585866855"
"andhra-pradesh",2020,2,"kurnool ","9821381","22419372062"
"andhra-pradesh",2020,2,"hittoor ","14848197","27361300300"
"andhra-pradesh",2020,2,"guntur ","12308707","27463593608"
"andhra-pradesh",2020,2,"krishna ","12313709","26964149095"
"andhra-pradesh",2020,3,"east godavari ","17972431","39300043805"
"andhra-pradesh",2020,3,"kakulam ","8286289","18029574581"
"andhra-pradesh",2020,3,"psr nellore ","16468209","39128324534"
"andhra-pradesh",2020,3,"vizianagaram ","8236703","17567816577"
"andhra-pradesh",2020,3,"visakhapatnam ","34421299","67628440368"
"andhra-pradesh",2020,3,"prakasam ","12266310","31221704852"
"andhra-pradesh",2020,3,"anantapur ","14447683","34102037973"
"andhra-pradesh",2020,3,"ysr ","11934653","32037007334"
"andhra-pradesh",2020,3,"west godavari ","10412351","25408608726"
"andhra-pradesh",2020,3,"kurnool ","13243292","32529351107"
"andhra-pradesh",2020,3,"hittoor ","20501863","42811566246"
"andhra-pradesh",2020,3,"guntur ","17601395","42531195810"
"andhra-pradesh",2020,3,"krishna ","19110457","44788458672"
"andhra-pradesh",2020,4,"east godavari ","25989490","58732615663"
"andhra-pradesh",2020,4,"kakulam ","11092184","25222520275"
"andhra-pradesh",2020,4,"psr nellore ","20934374","49115443663"
"andhra-pradesh",2020,4,"vizianagaram ","10580824","24094847668"
"andhra-pradesh",2020,4,"visakhapatnam ","46551467","91879823025"
"andhra-pradesh",2020,4,"prakasam ","16176867","41852443494"
"andhra-pradesh",2020,4,"anantapur ","20996384","49732610814"
"andhra-pradesh",2020,4,"ysr ","15676878","42572974713"
"andhra-pradesh",2020,4,"west godavari ","15674762","40310975763"
"andhra-pradesh",2020,4,"kurnool ","18737323","44718203115"
"andhra-pradesh",2020,4,"hittoor ","29590411","61505711150"
"andhra-pradesh",2020,4,"guntur ","26136538","60641872021"
"andhra-pradesh",2020,4,"krishna ","27981050","64461504668"
"andhra-pradesh",2021,1,"east godavari ","26190701","60027984988"
"andhra-pradesh",2021,1,"kakulam ","11160473","26486623313"
"andhra-pradesh",2021,1,"psr nellore ","22541428","52210333202"
"andhra-pradesh",2021,1,"vizianagaram ","10514582","24153782497"
"andhra-pradesh",2021,1,"visakhapatnam ","48248923","95308386038"
"andhra-pradesh",2021,1,"prakasam ","15175395","41396223622"
"andhra-pradesh",2021,1,"anantapur ","20102957","48353870395"
"andhra-pradesh",2021,1,"ysr ","15374473","42570919449"
"andhra-pradesh",2021,1,"west godavari ","16015685","42124030669"
"andhra-pradesh",2021,1,"kurnool ","17918524","44941629660"
"andhra-pradesh",2021,1,"hittoor ","29342609","60947491847"
"andhra-pradesh",2021,1,"guntur ","27445045","64207987853"
"andhra-pradesh",2021,1,"krishna ","29717175","69715406645"
"andhra-pradesh",2021,2,"east godavari ","31717908","74604325864"
"andhra-pradesh",2021,2,"kakulam ","13546232","32298129545"
"andhra-pradesh",2021,2,"psr nellore ","30290406","72283071757"
"andhra-pradesh",2021,2,"vizianagaram ","12689494","29140685237"
"andhra-pradesh",2021,2,"visakhapatnam ","54390299","114439012713"
"andhra-pradesh",2021,2,"prakasam ","19944047","54535328043"
"andhra-pradesh",2021,2,"anantapur ","25123346","60987487571"
"andhra-pradesh",2021,2,"ysr ","18457361","52523527031"
"andhra-pradesh",2021,2,"west godavari ","20950964","57233116236"
"andhra-pradesh",2021,2,"kurnool ","21972396","56659287475"
"andhra-pradesh",2021,2,"hittoor ","34344902","73654690122"
"andhra-pradesh",2021,2,"guntur ","32968819","82356914464"
"andhra-pradesh",2021,2,"krishna ","36370960","90021923050"
"andhra-pradesh",2021,3,"east godavari ","39572714","89380370073"
"andhra-pradesh",2021,3,"kakulam ","15639768","34836400770"
"andhra-pradesh",2021,3,"psr nellore ","34411958","77839676988"
"andhra-pradesh",2021,3,"vizianagaram ","14510005","31383541628"
"andhra-pradesh",2021,3,"visakhapatnam ","69220981","136945652159"
"andhra-pradesh",2021,3,"prakasam ","24116580","63367713447"
"andhra-pradesh",2021,3,"anantapur ","30366444","70291248156"
"andhra-pradesh",2021,3,"ysr ","22439316","60683557725"
"andhra-pradesh",2021,3,"west godavari ","26245039","66647238455"
"andhra-pradesh",2021,3,"kurnool ","26377809","62527453762"
"andhra-pradesh",2021,3,"hittoor ","42628568","89371931753"
"andhra-pradesh",2021,3,"guntur ","41675093","96525353090"
"andhra-pradesh",2021,3,"krishna ","44828275","104417897559"
"andhra-pradesh",2021,4,"east godavari ","48992531","106725597026"
"andhra-pradesh",2021,4,"kakulam ","18501857","39713657870"
"andhra-pradesh",2021,4,"psr nellore ","41921081","92256405076"
"andhra-pradesh",2021,4,"vizianagaram ","17253059","36577529465"
"andhra-pradesh",2021,4,"visakhapatnam ","82711538","159530099773"
"andhra-pradesh",2021,4,"prakasam ","27858275","71323060008"
"andhra-pradesh",2021,4,"anantapur ","36129136","81239787007"
"andhra-pradesh",2021,4,"ysr ","26340348","69081850069"
"andhra-pradesh",2021,4,"west godavari ","33235175","81292461575"
"andhra-pradesh",2021,4,"kurnool ","31782248","73968947670"
"andhra-pradesh",2021,4,"hittoor ","51119640","103985734664"
"andhra-pradesh",2021,4,"guntur ","50919286","115553993673"
"andhra-pradesh",2021,4,"krishna ","55489829","125015323208"
"andhra-pradesh",2022,1,"east godavari ","54738830","121067103713"
"andhra-pradesh",2022,1,"kakulam ","20990782","46898912116"
"andhra-pradesh",2022,1,"psr nellore ","47645702","104895571602"
"andhra-pradesh",2022,1,"vizianagaram ","19278262","41994853362"
"andhra-pradesh",2022,1,"visakhapatnam ","88233362","170120350591"
"andhra-pradesh",2022,1,"prakasam ","31340975","79494373255"
"andhra-pradesh",2022,1,"anantapur ","40613148","90197023268"
"andhra-pradesh",2022,1,"ysr ","29783739","78421693519"
"andhra-pradesh",2022,1,"west godavari ","37271259","92397939904"
"andhra-pradesh",2022,1,"kurnool ","35093633","81568420501"
"andhra-pradesh",2022,1,"hittoor ","58561024","117900595509"
"andhra-pradesh",2022,1,"guntur ","57226996","129673727687"
"andhra-pradesh",2022,1,"krishna ","61826199","139690081529"
"andhra-pradesh",2022,2,"east godavari ","62072845","135531452998"
"andhra-pradesh",2022,2,"kakulam ","23727353","53754764122"
"andhra-pradesh",2022,2,"psr nellore ","54838708","121941082043"
"andhra-pradesh",2022,2,"vizianagaram ","21766135","47294745020"
"andhra-pradesh",2022,2,"visakhapatnam ","101387402","193242841582"
"andhra-pradesh",2022,2,"prakasam ","36163507","90435082546"
"andhra-pradesh",2022,2,"anantapur ","46099366","102138758016"
"andhra-pradesh",2022,2,"ysr ","33154559","87601310070"
"andhra-pradesh",2022,2,"west godavari ","44409239","107973244960"
"andhra-pradesh",2022,2,"kurnool ","40165692","92409350856"
"andhra-pradesh",2022,2,"hittoor ","67507661","136435445125"
"andhra-pradesh",2022,2,"guntur ","66315749","147098141569"
"andhra-pradesh",2022,2,"krishna ","73525814","163997729296"
"andhra-pradesh",2022,3,"east godavari ","61467134","129677722170"
"andhra-pradesh",2022,3,"kakulam ","22126541","46899962922"
"andhra-pradesh",2022,3,"psr nellore ","42116582","95099325968"
"andhra-pradesh",2022,3,"vizianagaram ","20440645","42513313395"
"andhra-pradesh",2022,3,"visakhapatnam ","97434546","181124419864"
"andhra-pradesh",2022,3,"prakasam ","35376080","87475230073"
"andhra-pradesh",2022,3,"anantapur ","45165363","97735649608"
"andhra-pradesh",2022,3,"ysr ","33119038","86016932181"
"andhra-pradesh",2022,3,"west godavari ","43635951","101706854744"
"andhra-pradesh",2022,3,"kurnool ","39557913","88415335176"
"andhra-pradesh",2022,3,"hittoor ","65751781","133053581632"
"andhra-pradesh",2022,3,"guntur ","65612317","141588522953"
"andhra-pradesh",2022,3,"krishna ","71051144","153770559026"
"andhra-pradesh",2022,4,"east godavari ","68016055","136531110140"
"andhra-pradesh",2022,4,"kakulam ","23693779","47726411108"
"andhra-pradesh",2022,4,"psr nellore ","42582064","92085916181"
"andhra-pradesh",2022,4,"vizianagaram ","22205190","44467386404"
"andhra-pradesh",2022,4,"visakhapatnam ","103790055","185306149745"
"andhra-pradesh",2022,4,"prakasam ","37211077","88105031866"
"andhra-pradesh",2022,4,"anantapur ","48299601","101533878537"
"andhra-pradesh",2022,4,"ysr ","35201596","87360426793"
"andhra-pradesh",2022,4,"west godavari ","47919930","105335724991"
"andhra-pradesh",2022,4,"kurnool ","43524766","94667441029"
"andhra-pradesh",2022,4,"hittoor ","70322534","136840859888"
"andhra-pradesh",2022,4,"guntur ","70723763","146938735167"
"andhra-pradesh",2022,4,"krishna ","76526667","157826011193"
"andhra-pradesh",2023,1,"east godavari ","115196449","223454724672"
"andhra-pradesh",2023,1,"kakulam ","42209999","86486032409"
"andhra-pradesh",2023,1,"psr nellore ","71318689","143967164643"
"andhra-pradesh",2023,1,"vizianagaram ","38838861","76472384525"
"andhra-pradesh",2023,1,"visakhapatnam ","164358781","277211090180"
"andhra-pradesh",2023,1,"prakasam ","63671149","141672839638"
"andhra-pradesh",2023,1,"anantapur ","82127373","162287796625"
"andhra-pradesh",2023,1,"ysr ","59768512","140117633668"
"andhra-pradesh",2023,1,"west godavari ","79094558","165941144654"
"andhra-pradesh",2023,1,"kurnool ","72405172","149100361797"
"andhra-pradesh",2023,1,"hittoor ","120192355","218037027226"
"andhra-pradesh",2023,1,"guntur ","114246185","226244225817"
"andhra-pradesh",2023,1,"krishna ","122104381","238058890676"
"andhra-pradesh",2023,2,"east godavari ","131243375","245134717109"
"andhra-pradesh",2023,2,"kakulam ","47633204","93082175904"
"andhra-pradesh",2023,2,"psr nellore ","82056071","165181391414"
"andhra-pradesh",2023,2,"vizianagaram ","43625851","82671020353"
"andhra-pradesh",2023,2,"visakhapatnam ","184918179","303874597259"
"andhra-pradesh",2023,2,"prakasam ","73598725","158428689659"
"andhra-pradesh",2023,2,"anantapur ","91695174","180050369328"
"andhra-pradesh",2023,2,"ysr ","66809788","156231915019"
"andhra-pradesh",2023,2,"west godavari ","92533269","187699526244"
"andhra-pradesh",2023,2,"kurnool ","81475907","166991990104"
"andhra-pradesh",2023,2,"hittoor ","136283483","245550525910"
"andhra-pradesh",2023,2,"guntur ","132035450","254140764680"
"andhra-pradesh",2023,2,"krishna ","141748488","267001403933"
"arunachal-pradesh",2018,1,"lower dibang valley ","1356","1076237"
"arunachal-pradesh",2018,1,"lower subansiri ","1477","3650728"
"arunachal-pradesh",2018,1,"longding ","2321","4361532"
"arunachal-pradesh",2018,1,"west siang ","1887","4796676"
"arunachal-pradesh",2018,1,"kamle ","14","7971"
"arunachal-pradesh",2018,1,"upper siang ","126","186611"
"arunachal-pradesh",2018,1,"ap ","945","1064265"
"arunachal-pradesh",2018,1,"papum pare ","14224","32555848"
"arunachal-pradesh",2018,1,"kurung kumey ","84","99417"
"arunachal-pradesh",2018,1,"ang ","252","339472"
"arunachal-pradesh",2018,1,"lower siang ","1292","2337961"
"arunachal-pradesh",2018,1,"kra daadi ","207","495375"
"arunachal-pradesh",2018,1,"hanglang ","3195","5380749"
"arunachal-pradesh",2018,1,"pakke kessang ","9","9131"
"arunachal-pradesh",2018,1,"bang valley ","2","170"
"arunachal-pradesh",2018,1,"west kameng ","5787","9540633"
"arunachal-pradesh",2018,1,"east siang ","3286","5533620"
"arunachal-pradesh",2018,1,"upper subansiri ","735","1358368"
"arunachal-pradesh",2018,1,"east kameng ","529","473825"
"arunachal-pradesh",2018,1,"lohit ","3747","11496950"
"arunachal-pradesh",2018,1,"lepa rada ","288","403149"
"arunachal-pradesh",2018,1,"awang ","2334","5055665"
"arunachal-pradesh",2018,1,"namsai ","1400","2162985"
"arunachal-pradesh",2018,2,"lower dibang valley ","1827","2561238"
"arunachal-pradesh",2018,2,"lower subansiri ","1666","4113742"
"arunachal-pradesh",2018,2,"longding ","4634","10271170"
"arunachal-pradesh",2018,2,"west siang ","2579","7610990"
"arunachal-pradesh",2018,2,"kamle ","12","23654"
"arunachal-pradesh",2018,2,"upper siang ","240","494895"
"arunachal-pradesh",2018,2,"ap ","1903","3126394"
"arunachal-pradesh",2018,2,"papum pare ","25363","66520931"
"arunachal-pradesh",2018,2,"kurung kumey ","83","123737"
"arunachal-pradesh",2018,2,"anjaw ","7","7871"
"arunachal-pradesh",2018,2,"ang ","336","740233"
"arunachal-pradesh",2018,2,"lower siang ","2292","2179452"
"arunachal-pradesh",2018,2,"kra daadi ","247","987136"
"arunachal-pradesh",2018,2,"hanglang ","6066","13294259"
"arunachal-pradesh",2018,2,"pakke kessang ","48","58360"
"arunachal-pradesh",2018,2,"bang valley ","68","65769"
"arunachal-pradesh",2018,2,"west kameng ","10466","25521321"
"arunachal-pradesh",2018,2,"east siang ","6363","15285584"
"arunachal-pradesh",2018,2,"upper subansiri ","1285","2911910"
"arunachal-pradesh",2018,2,"east kameng ","522","1825297"
"arunachal-pradesh",2018,2,"lohit ","6962","20520619"
"arunachal-pradesh",2018,2,"lepa rada ","511","731445"
"arunachal-pradesh",2018,2,"awang ","5447","13722375"
"arunachal-pradesh",2018,2,"namsai ","3230","6271811"
"arunachal-pradesh",2018,3,"lower dibang valley ","2824","6074558"
"arunachal-pradesh",2018,3,"lower subansiri ","2346","5154232"
"arunachal-pradesh",2018,3,"longding ","5288","18327334"
"arunachal-pradesh",2018,3,"west siang ","3337","12966153"
"arunachal-pradesh",2018,3,"kamle ","93","30505"
"arunachal-pradesh",2018,3,"upper siang ","250","743956"
"arunachal-pradesh",2018,3,"ap ","3322","7479257"
"arunachal-pradesh",2018,3,"papum pare ","43282","101080479"
"arunachal-pradesh",2018,3,"kurung kumey ","255","303027"
"arunachal-pradesh",2018,3,"anjaw ","13","95404"
"arunachal-pradesh",2018,3,"ang ","615","2141734"
"arunachal-pradesh",2018,3,"lower siang ","2625","3045591"
"arunachal-pradesh",2018,3,"kra daadi ","436","1606758"
"arunachal-pradesh",2018,3,"hanglang ","10162","20494175"
"arunachal-pradesh",2018,3,"pakke kessang ","165","305165"
"arunachal-pradesh",2018,3,"bang valley ","29","196467"
"arunachal-pradesh",2018,3,"west kameng ","17026","48528147"
"arunachal-pradesh",2018,3,"east siang ","10539","24885271"
"arunachal-pradesh",2018,3,"upper subansiri ","1601","4223298"
"arunachal-pradesh",2018,3,"east kameng ","1029","3132864"
"arunachal-pradesh",2018,3,"lohit ","11595","32702332"
"arunachal-pradesh",2018,3,"lepa rada ","523","1777602"
"arunachal-pradesh",2018,3,"awang ","8715","25733825"
"arunachal-pradesh",2018,3,"namsai ","5076","10698273"
"arunachal-pradesh",2018,4,"lower dibang valley ","4227","10951332"
"arunachal-pradesh",2018,4,"lower subansiri ","3735","8884931"
"arunachal-pradesh",2018,4,"longding ","6581","22545312"
"arunachal-pradesh",2018,4,"west siang ","3813","14013986"
"arunachal-pradesh",2018,4,"kamle ","247","361497"
"arunachal-pradesh",2018,4,"upper siang ","1041","2157333"
"arunachal-pradesh",2018,4,"ap ","5725","10811743"
